,title,rating,num_ratings,num_reviews,num_awards,language,num_page,cover_type,published_year,genre,author
352,What Art Is,3.69,693,75,,English,192 pages,Hardcover,Published March 19th 2013 by Yale University Press (first published 2013),Art,Arthur C. Danto
353,The Art of Cruelty: A Reckoning,4.25,2907,281,,English,304 pages,Hardcover,Published July 11th 2011 by W. W. Norton Company,Nonfiction,Maggie Nelson
354,Egon Schiele: Drawings and Watercolors,4.26,2872,19,,English,493 pages,Hardcover,Published May 17th 2003 by Thames Hudson (first published April 28th 2003),Art,Jane Kallir
355,The Museum of Modern Love,3.92,9178,1218,2.0,English,296 pages,Paperback,Published September 1st 2016 by Allen & Unwin,Fiction,Heather Rose
356,ART/WORK: Everything You Need to Know (and Do) As You Pursue Your Art Career,4.21,1159,46,,English,304 pages,Paperback,Published March 24th 2009 by Free Press,Art,Heather Darcy Bhandari
357,The Electric State,4.43,4424,757,3.0,English,143 pages,Hardcover,Published December 1st 2017 by Free League,Science Fiction,Simon Stålenhag
358,Everyday Watercolor: Learn to Paint Watercolor in 30 Days,4.17,766,98,,English,224 pages,Paperback,Published October 10th 2017 by Watson-Guptill,Art,Jenna Rainey
359,"An Illustrated Journey: Inspiration From the Private Art Journals of Traveling Artists, Illustrators and Designers",4.30,902,71,,English,272 pages,Paperback,Published February 28th 2013 by HOW Books (first published February 6th 2013),Art,Danny Gregory
360,"The Art Detective: Fakes, Frauds and Finds and the Search for Lost Treasures",3.75,1434,182,,English,261 pages,Hardcover,Published June 10th 2010 by Viking Books (first published May 28th 2009),Art,Philip Mould
361,On Writing: A Memoir of the Craft,4.33,265565,21370,3.0,English,320 pages,Mass Market Paperback,Published July 2002 by Pocket Books (first published 2000),Nonfiction,Stephen King
362,"Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration",4.21,85139,5121,2.0,English,368 pages,Hardcover,Published April 8th 2014 by Random House,Business,Ed Catmull
363,Wassily Kandinsky: 1866-1944 a Revolution in Painting,4.18,962,46,,English,95 pages,Paperback,Published August 1st 1999 by Taschen (first published January 1990),Art,Hajo Düchting
364,Cloth Lullaby: The Woven Life of Louise Bourgeois,4.19,1158,268,,English,40 pages,Hardcover,Published March 1st 2016 by Harry N. Abrams,Childrens,Amy Novesky
365,The Painter of Modern Life and Other Essays (Phaidon Arts and Letters),3.94,1645,94,,English,310 pages,Paperback,Published August 24th 1995 by Phaidon Press (first published November 26th 1863),Art,Charles Baudelaire
366,The Originality of the Avant-Garde and Other Modernist Myths,4.06,735,13,,English,319 pages,Paperback,Published July 9th 1986 by MIT Press (first published January 1985),Art,Rosalind E. Krauss
367,Vitamin P: New Perspectives in Painting,4.04,3876,21,,English,352 pages,Paperback,Published September 14th 2004 by Phaidon Press (first published 2002),Art,Barry Schwabsky
368,Francis Bacon: 1909-1992,4.13,1610,33,,English,96 pages,,Published November 1st 2003 by Taschen (first published 1999),Art,Luigi Ficacci
369,The Art of How to Train Your Dragon,4.47,4639,66,,English,160 pages,Hardcover,Published March 2nd 2010 by Newmarket Press (first published February 1st 2010),Art,Tracey Miller-Zarneke
370,Why Art Cannot be Taught: A Handbook for Art Students,3.98,1267,32,,English,224 pages,Paperback,Published May 17th 2001 by University of Illinois Press (first published 2001),Art,James Elkins
371,Meaning in the Visual Arts,4.13,637,13,,English,446 pages,Paperback,Published March 15th 1983 by University of Chicago Press (first published 1955),Art,Erwin Panofsky
372,Breakfast at Sotheby's: An A-Z of the Art World,3.97,692,72,,,368 pages,Hardcover,Published October 2nd 2014 by Harry N. Abrams (first published November 7th 2013),Art,Philip Hook
373,Museum of the Missing: A History of Art Theft,3.81,1280,89,,English,192 pages,Hardcover,Published October 28th 2006 by Sterling (first published January 1st 2006),Art,Simon Houpt
374,The Ballad of Sexual Dependency,4.22,4631,77,,English,148 pages,Paperback,Published June 15th 2005 by Aperture (first published October 29th 1999),Art,Nan Goldin
375,"30,000 Years of Art: The Story of Human Creativity across Time and Space",4.11,2218,41,,English,1072 pages,Hardcover,Published October 22nd 2007 by Phaidon Press,Art,Phaidon Press
376,A World History of Art,4.23,642,30,1.0,English,,Paperback,Published August 1st 2005 by Laurence King (first published September 16th 1982),Art,Hugh Honour
377,My Name Is Asher Lev,4.23,39492,3027,,English,369 pages,Paperback,Published March 11th 2003 by Anchor (first published 1972),Fiction,Chaim Potok
378,Optic Nerve,3.92,4821,770,1.0,English,208 pages,Kindle Edition,Published April 9th 2019 by Catapult (first published June 26th 2014),Fiction,María Gainza
379,The Marriage of Opposites,3.91,56088,5033,1.0,English,371 pages,Hardcover,Published August 4th 2015 by Simon Schuster,Historical,Alice Hoffman
380,Here,4.21,11710,1766,2.0,English,304 pages,Hardcover,Published December 4th 2014 by Hamish Hamilton,Sequential Art,Richard McGuire
381,"Rene Magritte, 1898-1967: Thought Rendered Visible",4.17,822,26,,English,96 pages,Paperback,Published April 1st 2000 by Taschen (first published 1992),Art,Marcel Paquet
382,Vivian Maier: Street Photographer,4.47,3395,188,,English,136 pages,Hardcover,Published November 16th 2011 by powerHouse Books (first published 2011),Art,Vivian Maier
383,J.R.R. Tolkien: Artist and Illustrator,4.18,8851,52,1.0,English,224 pages,Paperback,Published October 18th 2000 by Mariner Books (first published 1995),Art,Wayne G. Hammond
384,Drawing From Life: The Journal as Art,3.98,7987,49,,English,192 pages,Paperback,Published June 2nd 2005 by Princeton Architectural Press,Art,Jennifer New
385,De Kooning: An American Master,4.12,2863,124,4.0,English,732 pages,Paperback,Published April 4th 2006 by Knopf Publishing Group (first published 2004),Art,Mark Stevens
386,"Catching the Big Fish: Meditation, Consciousness, and Creativity",3.72,13189,1370,,English,181 pages,Hardcover,Published January 1st 2007 by Tarcherperigee (first published 2006),Nonfiction,David Lynch
387,Poetics,3.83,22674,1299,,English,62 pages,Paperback,Published September 26th 1996 by Penguin Classics (first published -335),Philosophy,Aristotle
388,The Muse,3.85,55970,3675,,English,393 pages,Hardcover,Published July 26th 2016 by Ecco (first published June 2016),Historical,Jessie Burton
389,The Urban Sketcher: Techniques for Seeing and Drawing on Location,4.29,708,54,,,142 pages,Paperback,Published October 28th 2014 by North Light Books (first published September 30th 2014),Art,Marc Taro Holmes
390,Lessons in Classical Drawing: Essential Techniques from Inside the Atelier,4.34,995,28,,English,208 pages,Hardcover,Published November 15th 2011 by Watson-Guptill,Art,Juliette Aristides
391,Drawn to Life: 20 Golden Years of Disney Master Classes Volume 1: Volume 1: The Walt Stanchfield Lectures,4.23,3534,39,,,403 pages,Paperback,Published March 1st 2009 by Routledge,Art,Walt Stanchfield
392,Mouse Paint,4.17,15854,639,,English,32 pages,Board Book,Published October 31st 1995 by Clarion Books (first published January 1st 1989),Childrens,Ellen Stoll Walsh
393,Visual Thinking,4.08,639,31,,English,352 pages,Paperback,Published April 16th 2004 by University of California Press (first published 1969),Art,Rudolf Arnheim
394,The Art of the Pre-Raphaelites,4.28,358,15,,English,304 pages,Hardcover,Published November 12th 2000 by Princeton University Press (first published 2000),Art,Elizabeth Prettejohn
395,The Melancholy Death of Oyster Boy and Other Stories,4.12,37378,2616,,English,115 pages,Hardcover,Published October 22nd 1997 by Rob Weisbach Books (first published 1997),Poetry,Tim Burton
396,Pen and Ink Drawing: A Simple Guide,4.52,670,54,,English,168 pages,Paperback,Published December 11th 2015 by Three Minds Press,Art,Alphonso Dunn
397,33 Artists in 3 Acts,3.75,1165,101,,English,448 pages,Paperback,Published September 8th 2015 by W. W. Norton Company (first published October 2nd 2014),Art,Sarah Thornton
398,Humans of New York: Stories,4.55,18511,1685,2.0,English,428 pages,Hardcover,Published October 13th 2015 by St. Martin's Press,Nonfiction,Brandon Stanton
399,Chasing Aphrodite: The Hunt for Looted Antiquities at the World's Richest Museum,4.04,1978,212,1.0,English,375 pages,Hardcover,Published May 24th 2011 by Mariner Books (first published January 1st 2011),Nonfiction,Jason Felch
400,John Howe Fantasy Art Workshop,4.05,3125,19,,English,128 pages,Paperback,Published October 14th 2007 by Impact (first published October 1st 2007),Art,John Howe
401,"How Do We Look: The Body, the Divine, and the Question of Civilization",3.70,2126,307,,English,240 pages,Hardcover,Published September 4th 2018 by Liveright (first published September 2nd 2018),History,Mary Beard
402,What I Loved,4.08,18398,1607,3.0,English,370 pages,Paperback,Published 2003 by Sceptre (Hodder and Stoughton) (first published 2002),Fiction,Siri Hustvedt
403,Emily's Blue Period,4.05,1303,257,,,56 pages,Hardcover,Published June 17th 2014 by Roaring Brook Press (first published June 1st 2014),Childrens,Cathleen Daly
404,Impressionism,4.36,286,18,,English,712 pages,Hardcover,Published October 1st 1997 by Taschen (first published 1992),Art,Ingo F. Walther
405,"Bohemian Paris: Picasso, Modigliani, Matisse and the Birth of Modern Art",4.01,1140,59,,English,448 pages,Paperback,Published March 6th 2003 by Grove Press (first published 1998),Art,Dan Franck
406,"Cabinet of Natural Curiosities: The Complete Plates in Colour, 1734-1763",4.32,1879,53,,English,543 pages,Hardcover,Published October 1st 2005 by Taschen (first published 1765),Art,Albertus Seba
407,Little Fires Everywhere,4.09,1040085,68550,3.0,English,338 pages,Hardcover,Published September 12th 2017 by Penguin Press,Fiction,Celeste Ng
408,Confessions of an Art Addict,3.74,1709,176,,English,192 pages,Paperback,Published November 1st 1997 by Harper Collins (first published December 31st 1979),Art,Peggy Guggenheim
409,Draw Your Day: An Inspiring Guide to Keeping a Sketch Journal,4.16,1026,141,,,136 pages,Paperback,Published August 28th 2018 by Watson-Guptill,Art,Samantha Dion Baker
410,The Sculptor,4.00,16902,2422,1.0,English,488 pages,Hardcover,Published February 3rd 2015 by First Second,Sequential Art,Scott McCloud
411,The Artist Who Painted a Blue Horse,3.93,2438,291,,English,32 pages,Hardcover,Published October 4th 2011 by Philomel Books,Childrens,Eric Carle
412,The Lacuna,3.80,66220,8152,3.0,English,508 pages,Hardcover,Published November 3rd 2009 by Harper,Fiction,Barbara Kingsolver
413,The Elements of Typographic Style,4.25,8856,287,,English,352 pages,Paperback,Published September 27th 2004 by Hartley & Marks Publishers (first published 1992),Design,Robert Bringhurst
414,Frida Kahlo and Her Animalitos,4.11,1159,288,1.0,English,40 pages,Hardcover,Published September 5th 2017 by NorthSouth Books,Childrens,Monica Brown
415,Angels & Demons,3.93,3039956,32135,1.0,English,736 pages,Mass Market Paperback,Published April 1st 2006 by Pocket Books (first published May 2000),Fiction,Dan Brown
416,The Scraps Book,4.11,1790,319,2.0,English,40 pages,Hardcover,Published March 4th 2014 by Simon & Schuster,Childrens,Lois Ehlert
417,Henri's Scissors,4.03,829,128,1.0,English,40 pages,ebook,Published August 27th 2013 by Simon and Schuster (first published August 1st 2013),Childrens,Jeanette Winter
418,"The Value of Art: Money, Power, Beauty",4.03,496,35,,English,208 pages,Hardcover,Published April 10th 2012 by Prestel (first published January 1st 2012),Art,Michael Findlay
419,"Marc Chagall, 1887-1985: Painting as Poetry",4.27,1311,18,,English,96 pages,Paperback,Published May 1st 2000 by Taschen (first published 1987),Art,Ingo F. Walther
420,A Short Guide to Writing About Art (The Short Guide Series),3.93,775,30,,English,378 pages,Paperback,Published January 8th 2007 by Prentice Hall (first published 1981),Art,Sylvan Barnet
421,The World of The Dark Crystal,4.29,3965,63,1.0,English,132 pages,Hardcover,Published September 26th 2003 by Pavilion Books (first published 1982),Fantasy,Brian Froud
422,Artists' Journals and Sketchbooks: Exploring and Creating Personal Pages,3.96,5263,29,,English,128 pages,Paperback,Published March 1st 2004 by Quarry Books,Art,Lynne Perrella
423,Laws Guide to Nature Drawing and Journaling,4.71,508,42,,English,303 pages,Paperback,Published March 1st 2016 by Heyday Books (first published 2015),Art,John Muir Laws
424,The Autobiography of Benvenuto Cellini,3.99,3269,228,,English,496 pages,Paperback,Published March 25th 1999 by Penguin Classics (first published 1558),Biography,Benvenuto Cellini
425,Pictures of Nothing: Abstract Art Since Pollock,4.26,473,27,,English,320 pages,Hardcover,Published October 29th 2006 by Princeton University Press (first published October 9th 2006),Art,Kirk Varnedoe
426,"Andy Warhol, 1928-1987: Commerce Into Art",4.01,2366,34,,English,96 pages,Paperback,Published May 17th 2000 by Taschen (first published 1989),Art,Klaus Honnef
427,Art: The Whole Story,4.41,487,24,,English,576 pages,Paperback,Published 2010 by Thames & Hudson,Art,Stephen Farthing
428,"Vermeer, 1632-1675: Veiled Emotions",4.29,1153,34,,English,96 pages,Paperback,Published May 17th 2000 by Taschen (first published 1994),Art,Norbert Schneider
429,Stealing Rembrandts: The Untold Stories of Notorious Art Heists,3.60,1129,144,,English,241 pages,Hardcover,Published July 5th 2011 by Palgrave MacMillan (first published July 1st 2011),Nonfiction,Anthony M. Amore
430,Studies in Iconology: Humanistic Themes in the Art of the Renaissance,4.21,982,17,,English,400 pages,Paperback,Published March 15th 1972 by Westview Press (first published 1967),Art,Erwin Panofsky
431,The Lost Words,4.52,5187,1088,4.0,English,112 pages,Hardcover,Published October 5th 2017 by Hamish Hamilton,Poetry,Robert Macfarlane
432,Still Life with Oysters and Lemon: On Objects and Intimacy,4.22,1713,187,,English,70 pages,Paperback,Published January 19th 2002 by Beacon Press (first published 2001),Art,Mark Doty
433,The World of Edward Gorey,4.33,5655,58,,English,192 pages,Paperback,Published October 29th 2002 by Harry N. Abrams (first published 1996),Art,Clifford Ross
434,The Lord of the Rings: The Art of the Fellowship of the Ring,4.61,129726,185,,English,192 pages,Hardcover,Published June 12th 2002 by Houghton Mifflin Harcourt,Fantasy,Gary Russell
435,Drawing Realistic Textures in Pencil,4.14,4185,28,,English,128 pages,Paperback,Published March 15th 1999 by North Light Books,Art,J.D. Hillberry
436,Under the Egg,4.01,6652,1125,2.0,,247 pages,Hardcover,Published March 18th 2014 by Dial Books (first published March 1st 2014),Mystery,Laura Marx Fitzgerald
437,100 Artists' Manifestos: From the Futurists to the Stuckists,4.10,398,23,,English,454 pages,Paperback,Published January 27th 2011 by Penguin Classics,Art,Alex Danchev
438,Jackson Pollock: An American Saga,4.17,1370,76,2.0,English,934 pages,Paperback,"Published September 1st 1998 by Woodward/White, Incorporated (first published December 12th 1988)",Art,Gregory White Smith
439,The Anti-Aesthetic: Essays on Postmodern Culture,3.98,1218,28,,English,183 pages,Paperback,Published April 1st 2002 by The New Press (first published 1983),Art,Hal Foster
440,Sacred Mirrors: The Visionary Art of Alex Grey,4.12,5418,36,,English,96 pages,Paperback,Published September 1st 1990 by Inner Traditions,Art,Alex Grey
441,The Accidental Masterpiece: On the Art of Life and Vice Versa,3.90,3156,101,,English,256 pages,Paperback,Published July 25th 2006 by Penguin Books (first published 2005),Art,Michael Kimmelman
442,You Are an Artist: Assignments to Spark Creation,4.15,484,70,,English,243 pages,Hardcover,Published April 14th 2020 by Particular Books,Art,Sarah Urist Green
443,Inferno,3.88,525207,38592,1.0,English,463 pages,Hardcover,Published May 14th 2013 by Doubleday,Fiction,Dan Brown
444,"The Art of the Con: The Most Notorious Fakes, Frauds, and Forgeries in the Art World",3.56,948,142,,English,264 pages,Hardcover,Published July 14th 2015 by St. Martin's Press,Nonfiction,Anthony M. Amore
445,The Art of Brave,4.42,2868,66,,English,160 pages,Hardcover,Published May 31st 2012 by Chronicle Books,Art,Jenny Lerew
446,Chromophobia,3.93,816,81,,English,125 pages,Paperback,Published September 1st 2000 by Reaktion Books,Art,David Batchelor
447,Essential Pre-Raphaelites,4.34,417,11,,,256 pages,Hardcover,Published December 1st 1999 by Dempsey Parr (first published January 1st 1999),Art,Lucinda Hawksley
448,The Art Book: Big Ideas Simply Explained,4.13,335,38,,English,352 pages,Hardcover,Published March 1st 2017 by DK Publishing,Art,Caroline Bugler
449,"Rembrandt, 1606-1669: The Mystery of the Revealed Form",4.00,5052,19,,English,96 pages,Paperback,Published April 1st 2000 by Taschen (first published 1981),Art,Michael Bockemühl
450,"The Art of Forgery: The Minds, Motives and Methods of Master Forgers",3.92,597,85,,English,296 pages,Hardcover,Published May 12th 2015 by Phaidon Press,Art,Noah Charney
451,"One Zentangle A Day: A 6-Week Course in Creative Drawing for Relaxation, Inspiration, and Fun",4.14,1666,94,,English,128 pages,Paperback,Published November 1st 2012 by Quarry Books (first published January 1st 2012),Art,Beckah Krahula
452,Bird by Bird: Some Instructions on Writing and Life,4.23,93926,9221,,English,237 pages,Paperback,Published October 1st 1995 by Anchor (first published May 5th 1994),Language,Anne Lamott
453,The Painted Kiss,3.78,4241,329,,English,288 pages,Paperback,Published March 7th 2006 by Washington Square Press (first published 2005),Historical,Elizabeth Hickey
454,"Pocket Full of Colors: The Magical World of Mary Blair, Disney Artist Extraordinaire",4.37,1168,250,1.0,English,48 pages,Hardcover,Published August 29th 2017 by Atheneum Books for Young Readers,Childrens,Amy Guglielmo
455,The Art of Pixar,4.37,1439,33,,English,320 pages,Hardcover,Published November 2nd 2011 by Chronicle Books (first published October 1st 2011),Art,Amid Amidi
456,Dictionary of Subjects and Symbols in Art,4.27,215,15,,English,384 pages,Paperback,Published September 4th 1979 by Westview Press (first published November 30th 1973),Art,James Hall
457,Dynamic Anatomy,4.25,1136,17,,English,255 pages,Paperback,Published May 1st 2003 by Watson-Guptill (first published October 1st 1980),Art,Burne Hogarth
458,"Creative Block: Get Unstuck, Discover New Ideas. Advice Projects from 50 Successful Artists",3.95,537,47,,English,288 pages,Paperback,Published February 18th 2014 by Chronicle Books (first published January 1st 2014),Art,Danielle Krysa
459,Artificial Hells: Participatory Art and the Politics of Spectatorship,4.16,483,22,,English,390 pages,Paperback,Published July 24th 2012 by Verso,Art,Claire Bishop
460,The Society of the Spectacle,4.02,18713,861,,English,160 pages,Paperback,Published 1995 by Zone Books (first published 1967),Philosophy,Guy Debord
461,Art History: A Very Short Introduction,3.44,637,66,,English,125 pages,Paperback,"Published April 8th 2004 by Oxford University Press, USA (first published January 1st 2004)",Art,Dana Arnold
462,Darkwerks: The Art of Brom,4.08,5189,25,,English,128 pages,Paperback,Published December 31st 2000 by Paper Tiger (first published January 1st 1997),Art,Brom
463,Spilling Open: The Art of Becoming Yourself,4.03,4896,99,,English,176 pages,Paperback,Published August 15th 2000 by Villard Books,Art,Sabrina Ward Harrison
464,The Gryphon: In Which the Extraordinary Correspondence of Griffin & Sabine Is Rediscovered,4.16,4425,188,,English,58 pages,Hardcover,Published August 1st 2001 by Chronicle Books (first published 2001),Fiction,Nick Bantock
465,The Secret Lives of Men and Women: A PostSecret Book,4.36,5715,246,,English,144 pages,Hardcover,Published January 9th 2007 by William Morrow,Nonfiction,Frank Warren
466,I Was Vermeer: The Rise and Fall of the Twentieth Century's Greatest Forger,3.89,1423,120,,English,288 pages,Hardcover,Published September 1st 2006 by Bloomsbury USA,Art,Frank Wynne
467,The Artist's Reality: Philosophies of Art,3.88,417,39,,English,176 pages,Paperback,Published March 23rd 2006 by Yale University Press (first published September 2004),Art,Mark Rothko
468,The Rest Is Noise: Listening to the Twentieth Century,4.09,14588,838,8.0,English,640 pages,Hardcover,"Published October 16th 2007 by Farrar, Straus and Giroux (first published 2007)",Music,Alex Ross
469,The Art of Walt Disney: From Mickey Mouse to the Magic Kingdoms,4.13,2420,94,,English,504 pages,Hardcover,Published November 1st 2004 by Harry N. Abrams (first published 1973),Art,Christopher Finch
470,Aesthetic Theory,4.13,2422,49,,English,416 pages,Paperback,Published August 12th 1998 by Univ Of Minnesota Press (first published 1970),Philosophy,Theodor W. Adorno
471,The Complete Untitled Film Stills,4.08,4513,28,,English,164 pages,Hardcover,Published October 2nd 2003 by Museum of Modern Art (first published 1990),Art,Cindy Sherman
472,Pictures & Tears: A History of People Who Have Cried in Front of Paintings,3.90,341,54,,English,272 pages,Paperback,Published February 23rd 2004 by Routledge (first published January 1st 2001),Art,James Elkins
473,On Art and Life,3.85,937,69,,English,98 pages,Paperback,Published September 6th 2005 by Penguin Books (first published 1853),Art,John Ruskin
474,"Gustav Klimt, 1862–1918: The World in Female Form",4.36,1322,15,,English,239 pages,Hardcover,Published June 1st 2006 by Taschen (first published 1990),Art,Gottfried Fliedl
475,J.W. Waterhouse,4.23,1760,15,,English,128 pages,Paperback,Published January 1st 1994 by Phaidon Press (first published 1980),Art,Anthony Hobson
476,Barlowe's Guide to Extraterrestrials: Great Aliens from Science Fiction Literature,4.13,1111,53,2.0,English,144 pages,Paperback,Published January 11th 1987 by Workman Publishing Company (first published October 1979),Science Fiction,Wayne Barlowe
477,Utopia Parkway: The Life and Work of Joseph Cornell,4.08,1758,66,,English,448 pages,Paperback,Published November 2nd 2004 by MFA Publications,Art,Deborah Solomon
478,Ain't Burned All the Bright,4.47,11185,2100,,English,384 pages,Hardcover,Published January 11th 2022 by Atheneum/Caitlyn Dlouhy Books,Poetry,Jason Reynolds
479,Joan Miro: 1893-1983,4.24,773,19,,English,96 pages,Paperback,Published August 1st 1999 by Taschen (first published 1993),Art,Janis Mink
480,Dare to Sketch: A Guide to Drawing on the Go,4.10,672,96,,,160 pages,Hardcover,Published September 19th 2017 by Watson-Guptill,Art,Felix Scheinberger
481,Relational Aesthetics,3.71,1110,44,,English,128 pages,Paperback,Published 2002 by les presses du réel (first published 1998),Art,Nicolas Bourriaud
482,Georgia: A Novel of Georgia O'Keeffe,3.86,5317,835,,English,336 pages,Hardcover,Published February 9th 2016 by Random House,Historical,Dawn Tripp
483,The Resurrectionist: The Lost Work of Dr. Spencer Black,3.59,5782,877,1.0,English,208 pages,Hardcover,Published May 21st 2013 by Quirk Books,Horror,E.B. Hudspeth
484,How Music Works,3.99,22603,1384,,English,345 pages,Hardcover,Published September 12th 2012 by McSweeney's,Music,David Byrne
485,Art,4.13,1243,151,,English,48 pages,Hardcover,"Published April 12th 2006 by Little, Brown Books for Young Readers",Childrens,Patrick McDonnell
486,Daybook: The Journal of an Artist,4.18,865,82,,English,240 pages,Paperback,Published March 6th 1984 by Penguin Books (first published September 12th 1982),Art,Anne Truitt
487,"History of Italian Renaissance Art: Painting, Sculpture, Architecture",4.21,1194,26,,English,704 pages,Hardcover,Published March 1st 1987 by Prentice Hall (first published January 1969),Art,Frederick Hartt
488,Art Theory: A Very Short Introduction,3.60,482,44,,,184 pages,Paperback,Published 2007 by Oxford University Press (first published 2003),Art,Cynthia A. Freeland
489,Amano: The Complete Prints,4.21,2073,18,,English,292 pages,Paperback,Published November 4th 2003 by Harper Design (first published November 1st 2003),Art,Yoshitaka Amano
490,Time,4.40,1107,26,,English,206 pages,Hardcover,Published November 1st 2000 by Harry N. Abrams (first published August 2000),Art,Andy Goldsworthy
491,Reinventing Comics: How Imagination And Technology Are Revolutionizing An Art Form,3.89,3592,192,,English,256 pages,Paperback,Published August 1st 2000 by William Morrow Paperbacks (first published January 1st 2000),Sequential Art,Scott McCloud
492,Alice's Adventures in Wonderland,4.00,345309,15182,,English,320 pages,Hardcover,Published by Pan Macmillan (first published 1865),Classics,Lewis Carroll
493,What If...,4.43,1670,375,1.0,English,34 pages,Hardcover,"Published April 10th 2018 by Little, Brown Books for Young Readers",Childrens,Samantha Berger
494,A History of Pictures: From the Cave to the Computer Screen,4.40,567,71,,English,360 pages,Hardcover,Published October 18th 2016 by Harry N. Abrams (first published 2016),Art,David Hockney
495,My Pen,4.02,1281,267,1.0,English,32 pages,Hardcover,"Published March 10th 2015 by Little, Brown Books for Young Readers (first published March 1st 2015)",Childrens,Christopher Myers
496,Perspective! for Comic Book Artists: How to Achieve a Professional Look in your Artwork,4.05,3502,43,,English,176 pages,Paperback,Published October 1st 1997 by Watson-Guptill,Art,David Chelsea
497,The Art of Star Wars: The Force Awakens,4.46,1724,172,,English,256 pages,Hardcover,Published December 18th 2015 by Harry N. Abrams,Media Tie In,Phil Szostak
498,Funny Bones: Posada and His Day of the Dead Calaveras,4.09,2233,526,7.0,English,40 pages,Hardcover,Published August 25th 2015 by Harry N. Abrams,Childrens,Duncan Tonatiuh
499,Draw!,3.95,1528,325,1.0,English,40 pages,Hardcover,Published September 16th 2014 by Simon & Schuster Books for Young Readers (first published January 1st 2014),Childrens,Raúl Colón
500,The Polaroid Book: Selections from the Polaroid Collections of Photography,4.08,2641,61,,English,351 pages,Hardcover,Published April 1st 2008 by Taschen (first published February 25th 2005),Art,Steve Crist
501,Alphonse Mucha: The Spirit of Art Nouveau,4.30,843,17,,English,344 pages,Hardcover,Published April 20th 1998 by Yale University Press (first published 1986),Art,Victor Arwas
502,"Renoir, My Father",4.06,740,77,,English,437 pages,Paperback,Published September 30th 2001 by NYRB Classics (first published 1958),Art,Jean Renoir
503,Keeping a Nature Journal: Discover a Whole New Way of Seeing the World Around You,4.26,1035,90,,English,213 pages,Paperback,"Published July 5th 2003 by Storey Publishing, LLC (first published January 1st 2000)",Environment,Clare Walker Leslie
504,"Drawing with Children: A Creative Method for Adult Beginners, Too",4.08,864,63,,English,304 pages,Paperback,Published June 4th 1996 by Tarcherperigee (first published 1986),Art,Mona Brookes
505,Why Have There Been No Great Women Artists?,4.36,820,89,,English,34 pages,Paperback,Published 1971 by ARTnews,Art,Linda Nochlin
506,M Train,4.00,38099,3766,4.0,English,256 pages,Hardcover,Published October 6th 2015 by Knopf,Nonfiction,Patti Smith
507,Contemporary Art: A Very Short Introduction,3.44,349,43,,English,168 pages,Paperback,"Published May 25th 2006 by Oxford University Press, USA (first published January 1st 2006)",Art,Julian Stallabrass
508,Artist to Artist: 23 Major Illustrators Talk to Children about Their Art,4.23,844,94,,English,105 pages,Hardcover,Published September 25th 2007 by Philomel Books,Art,Eric Carle
509,Picasso,3.73,1494,144,,English,144 pages,Paperback,Published September 1st 1984 by Dover Publications (first published 1938),Art,Gertrude Stein
510,Songs of Innocence and of Experience,4.10,45810,1213,,English,56 pages,Paperback,Published January 1st 2005 by Digireads.com (first published 1794),Poetry,William Blake
511,"Alfons Mucha, 1860-1939: Master of Art Nouveau",4.19,418,29,,English,96 pages,Paperback,Published April 1st 1997 by Taschen (first published 1993),Art,Renate Ulmer
512,The Unknown Masterpiece,3.84,4775,389,,English,160 pages,Paperback,Published August 31st 2000 by NYRB Classics (first published August 1831),Fiction,Honoré de Balzac
513,Louise Loves Art,4.03,1056,174,,English,48 pages,Hardcover,Published September 9th 2014 by Balzer + Bray,Childrens,Kelly Light
514,The Art of The Hobbit by J.R.R. Tolkien,4.31,6086,104,2.0,English,144 pages,Hardcover,Published October 27th 2011 by HarperCollins Publishers,Fantasy,Wayne G. Hammond
515,Water Paper Paint: Exploring Creativity with Watercolor and Mixed Media,4.08,741,44,,English,156 pages,Paperback,Published January 1st 2011 by Quarry Books,Art,Heather Smith Jones
516,Oil Painting Techniques and Materials,4.24,508,16,,,280 pages,Paperback,Published December 1st 1987 by Dover Publications,Art,Harold Speed
517,Ignore Everybody: and 39 Other Keys to Creativity,4.03,23174,581,,English,159 pages,Hardcover,Published June 11th 2009 by Portfolio (first published 2009),Nonfiction,Hugh MacLeod
518,The Book of Tea,3.86,13220,1492,,English,133 pages,Hardcover,Published 1989 by Tuttle (first published 1906),Nonfiction,Kakuzō Okakura
519,Lizzie Siddal: The Tragedy of a Pre-Raphaelite Supermodel,4.00,931,110,,English,256 pages,Unknown Binding,Published November 28th 2005 by Not Avail (first published 2004),Biography,Lucinda Hawksley
520,POPism: The Warhol Sixties,4.09,2060,121,,English,416 pages,Paperback,Published September 5th 2006 by Mariner Books (first published 1980),Art,Andy Warhol
521,"The Art of Animal Drawing: Construction, Action Analysis, Caricature",4.21,1454,14,,English,144 pages,Paperback,Published February 9th 1993 by Dover Publications,Art,Ken Hultgren
522,The Arthur Rackham Treasury: 86 Full-Color Illustrations,4.33,807,26,,English,96 pages,Paperback,Published August 15th 2005 by Dover Publications,Art,Jeff A. Menges
523,Women Artists and the Surrealist Movement,4.35,469,10,,English,256 pages,Paperback,Published May 17th 1991 by Thames Hudson (first published January 1st 1985),Art,Whitney Chadwick
