,title,rating,num_ratings,num_reviews,num_awards,language,num_page,cover_type,published_year,genre,author
6320,Death: The Time of Your Life,4.23,13286,258,,English,95 pages,Paperback,Published December 1st 1997 by Vertigo (first published March 1996),Sequential Art,Neil Gaiman
6321,"Daredevil by Mark Waid, Volume 1",4.16,7658,477,1.0,English,152 pages,Hardcover,"Published February 8th 2012 by Marvel Enterprises, Inc.",Sequential Art,Mark Waid
6322,"Morning Glories, Vol. 1: For a Better Future",3.77,9544,841,,English,188 pages,Paperback,Published March 2nd 2011 by Image Comics (first published February 16th 2011),Sequential Art,Nick Spencer
6323,"All-Star Superman, Vol. 2",4.33,14729,303,1.0,English,154 pages,Hardcover,Published February 17th 2009 by DC Comics (first published January 1st 2009),Sequential Art,Grant Morrison
6324,The Incredible Hulk: Planet Hulk,4.26,13678,663,,English,416 pages,Hardcover,Published June 27th 2007 by Marvel (first published June 13th 2007),Sequential Art,Greg Pak
6325,Asterix and the Goths,4.16,10168,249,,English,48 pages,Paperback,Published April 29th 2004 by Asterix (first published May 18th 1961),Sequential Art,René Goscinny
6326,Here There Be Gerblins,4.33,23447,2163,1.0,English,256 pages,Paperback,Published July 17th 2018 by First Second,Sequential Art,Clint McElroy
6327,"Avatar: The Last Airbender - The Promise, Part 1",4.29,29762,1358,1.0,English,76 pages,Paperback,Published January 25th 2012 by Dark Horse Comics,Sequential Art,Gene Luen Yang
6328,"The Invisibles, Volume 1: Say You Want a Revolution",3.96,9547,440,,English,224 pages,Paperback,Published June 1st 1996 by DC Comics (first published 1994),Sequential Art,Grant Morrison
6329,Fray,4.07,11896,694,,English,216 pages,Paperback,Published November 19th 2003 by Dark Horse Books (first published July 2003),Sequential Art,Joss Whedon
6330,"Alex + Ada, Vol. 1",3.96,8946,1342,,English,128 pages,Paperback,Published July 16th 2014 by Image Comics,Sequential Art,Jonathan Luna
6331,Y: The Last Man - The Deluxe Edition Book One,4.31,16755,1029,,English,256 pages,Hardcover,Published October 28th 2008 by Vertigo (first published January 1st 2008),Sequential Art,Brian K. Vaughan
6332,Asterix the Legionary,4.31,8887,223,,English,48 pages,Paperback,Published June 17th 2004 by Asterix (first published November 10th 1966),Sequential Art,René Goscinny
6333,"Monstress, Vol. 3: Haven",4.27,11497,1383,6.0,English,168 pages,Paperback,Published September 11th 2018 by Image Comics,Sequential Art,Marjorie M. Liu
6334,Bloom,3.96,42456,7223,2.0,English,368 pages,Paperback,Published January 29th 2019 by First Second,Sequential Art,Kevin Panetta
6335,"The Flash, Vol. 1: Move Forward",4.07,10623,586,,English,192 pages,Hardcover,Published November 13th 2012 by DC Comics,Sequential Art,Francis Manapul
6336,"Fables, Vol. 14: Witches",4.13,11147,461,,English,192 pages,Paperback,Published December 7th 2010 by Vertigo,Sequential Art,Bill Willingham
6337,"Fables, Vol. 13: The Great Fables Crossover",3.43,8423,669,,English,224 pages,Paperback,Published February 9th 2010 by Vertigo,Sequential Art,Bill Willingham
6338,Yesterday's X-Men,4.05,6981,459,,English,136 pages,Hardcover,Published April 9th 2013 by Marvel,Sequential Art,Brian Michael Bendis
6339,"The Manhattan Projects, Vol. 1: Science. Bad.",3.87,7769,570,1.0,English,144 pages,Paperback,Published August 22nd 2012 by Image Comics,Sequential Art,Jonathan Hickman
6340,"Batman, Vol. 1: I Am Gotham",3.69,8503,854,,English,192 pages,Paperback,Published January 11th 2017 by DC Comics,Sequential Art,Tom King
6341,On a Sunbeam,4.31,23844,4171,5.0,English,533 pages,Paperback,Published October 2nd 2018 by First Second (first published May 22nd 2018),Sequential Art,Tillie Walden
6342,Little Better Than A Beast,4.41,6932,725,2.0,English,136 pages,Paperback,Published December 13th 2016 by Marvel (first published November 30th 2016),Sequential Art,Tom King
6343,"Astro City, Vol. 1: Life in the Big City",4.12,10220,396,1.0,English,192 pages,Paperback,Published June 23rd 1999 by WildStorm (first published August 1st 1996),Sequential Art,Kurt Busiek
6344,Asterix the Gladiator,4.22,9063,216,,English,48 pages,Paperback,Published April 29th 2004 by Asterix (first published March 22nd 1962),Sequential Art,René Goscinny
6345,My Friend Dahmer,3.93,29128,3828,3.0,English,224 pages,Paperback,Published March 1st 2012 by Abrams Books,Sequential Art,Derf Backderf
6346,The Castafiore Emerald,3.95,10435,294,,English,62 pages,Paperback,"Published September 30th 1975 by Little, Brown and Co. (first published 1963)",Sequential Art,Hergé
6347,Black Orchid,3.73,11259,671,,English,160 pages,Paperback,Published September 1st 1991 by DC Comics (first published January 1st 1990),Sequential Art,Neil Gaiman
6348,The Promise,4.42,23501,1617,,English,240 pages,Hardcover,Published February 19th 2013 by Dark Horse Books,Sequential Art,Gene Luen Yang
6349,Explorers on the Moon,4.22,11760,284,,English,64 pages,Paperback,Published September 26th 2012 by Farshore (first published 1953),Sequential Art,Hergé
6350,Superman for All Seasons,4.13,13411,579,,English,206 pages,Hardcover,Published September 25th 2002 by DC Comics (first published December 8th 2001),Sequential Art,Jeph Loeb
6351,,,,,,,,,,,
6352,Sidekicks,4.18,7035,268,,English,144 pages,Paperback,Published April 19th 2006 by Marvel,Sequential Art,Allan Heinberg
6353,"Deadpool, Volume 1: Dead Presidents",3.97,7371,535,,English,136 pages,Paperback,Published June 11th 2013 by Marvel,Sequential Art,Brian Posehn
6354,Essex County,4.32,11157,1145,1.0,English,512 pages,Paperback,Published August 1st 2009 by Top Shelf Productions (first published June 15th 2009),Sequential Art,Jeff Lemire
6355,Homicidal Psycho Jungle Cat,4.68,19433,384,,English,176 pages,Paperback,Published September 6th 1994 by Andrews McMeel Publishing (first published September 1st 1994),Sequential Art,Bill Watterson
6356,"Revival, Vol. 1: You're Among Friends",3.86,8537,746,1.0,English,128 pages,Paperback,Published December 12th 2012 by Image Comics,Sequential Art,Tim Seeley
6357,Breakout,4.05,11297,311,,English,160 pages,Hardcover,Published August 17th 2005 by Marvel,Sequential Art,Brian Michael Bendis
6358,"The Walking Dead, Vol. 16: A Larger World",4.16,12143,589,1.0,English,136 pages,Comics,Published June 19th 2012 by Image Comics (first published June 6th 2012),Sequential Art,Robert Kirkman
6359,Most Wanted?,3.81,6676,783,,English,112 pages,Paperback,Published November 17th 2015 by Marvel (first published September 18th 2015),Sequential Art,Jason Latour
6360,Lost at Sea,3.72,14460,1350,,English,162 pages,Paperback,Published July 24th 2012 by Oni Press (first published December 22nd 2003),Sequential Art,Bryan Lee O'Malley
6361,"Fables, Vol. 15: Rose Red",4.23,11006,462,1.0,English,256 pages,Paperback,Published April 12th 2011 by Vertigo (first published April 11th 2011),Sequential Art,Bill Willingham
6362,"Suicide Squad, Volume 1: Kicked in the Teeth",3.81,9286,770,,English,160 pages,Paperback,Published July 10th 2012 by Warner Brothers Entertainment Company,Sequential Art,Adam Glass
6363,"Low, Vol. 1: The Delirium of Hope",3.62,7716,1016,,English,144 pages,Paperback,Published March 25th 2015 by Image Comics,Sequential Art,Rick Remender
6364,"Fables, Vol. 16: Super Team",3.82,7491,420,,English,160 pages,Paperback,Published December 20th 2011 by Vertigo (first published December 14th 2011),Sequential Art,Bill Willingham
6365,"X-Men: God Loves, Man Kills",4.17,20729,550,,English,64 pages,Paperback,Published September 1st 1994 by Marvel Comics Group (first published January 1982),Sequential Art,Chris Claremont
6366,"Transmetropolitan, Vol. 9: The Cure",4.44,11482,137,,English,144 pages,Paperback,Published December 1st 2003 by Vertigo (first published November 21st 2003),Sequential Art,Warren Ellis
6367,Pumpkinheads,4.04,74051,13597,3.0,English,209 pages,Hardcover,Published August 27th 2019 by First Second,Sequential Art,Rainbow Rowell
6368,"Transmetropolitan, Vol. 8: Dirge",4.47,11012,143,,English,140 pages,Paperback,Published April 1st 2003 by Vertigo (first published January 1st 2003),Sequential Art,Warren Ellis
6369,The Broken Ear,3.89,10485,337,,English,62 pages,Paperback,"Published May 30th 1978 by Little, Brown and Co. (first published 1937)",Sequential Art,Hergé
6370,Logicomix: An Epic Search for Truth,4.05,18416,1751,4.0,English,347 pages,Paperback,Published October 5th 2009 by Bloomsbury (NYC) (first published September 29th 2009),Sequential Art,Apostolos Doxiadis
6371,"Runaways, Vol. 3: The Good Die Young",4.13,7629,400,,English,144 pages,Paperback,Published June 7th 2006 by Marvel Comics Group,Sequential Art,Brian K. Vaughan
6372,The Shooting Star,3.92,11193,342,,English,62 pages,Paperback,Published 2002 by Egmont UK Limited (first published 1942),Sequential Art,Hergé
6373,Green Lantern: Rebirth,4.12,10215,426,,English,176 pages,Paperback,Published October 12th 2005 by DC Comics,Sequential Art,Geoff Johns
6374,"Chilling Adventures of Sabrina, Vol. 1: The Crucible",3.95,12676,1750,,English,160 pages,Paperback,Published August 16th 2016 by Archie Comics,Sequential Art,Roberto Aguirre-Sacasa
6375,Herding Cats,4.14,20366,2833,1.0,English,112 pages,Paperback,Published March 27th 2018 by Andrews McMeel Publishing,Sequential Art,Sarah Andersen
6376,Mic-Drop at the Edge of Time and Space,4.27,7312,383,,English,112 pages,Paperback,Published April 1st 2014 by Marvel (first published March 18th 2014),Sequential Art,Kieron Gillen
6377,Batman: Under the Red Hood,4.37,8335,444,,English,384 pages,Paperback,Published August 30th 2011 by DC Comics (first published March 1st 2006),Sequential Art,Judd Winick
6378,Tintin and the Picaros,4.03,11042,236,,English,64 pages,Paperback,Published August 27th 1993 by Methuen Publishing (first published 1976),Sequential Art,Hergé
6379,Land of Black Gold,4.03,10801,277,,English,64 pages,Paperback,Published September 26th 2012 by Farshore (first published February 1950),Sequential Art,Hergé
6380,"Swamp Thing, Vol. 3: The Curse",4.37,9182,361,,English,192 pages,Paperback,Published December 1st 2000 by Vertigo (first published November 1985),Sequential Art,Alan Moore
6381,"Hellboy, Vol. 5: Conqueror Worm",4.35,9337,281,,English,144 pages,Paperback,Published February 4th 2004 by Dark Horse Books (first published 2002),Sequential Art,Mike Mignola
6382,Asterix at the Olympic Games,4.17,8488,178,,English,48 pages,Hardcover,Published July 22nd 2004 by Asterix (first published 1968),Sequential Art,René Goscinny
6383,Hawkeye vs. Deadpool,4.16,6270,434,,English,120 pages,Paperback,Published March 17th 2015 by Marvel,Sequential Art,Gerry Duggan
6384,Batman: Haunted Knight,3.87,9337,437,,English,191 pages,Paperback,Published September 1st 1996 by DC Comics,Sequential Art,Jeph Loeb
6385,Buffy the Vampire Slayer: No Future for You,4.11,11044,599,1.0,English,120 pages,Paperback,Published May 14th 2008 by Dark Horse Books,Sequential Art,Brian K. Vaughan
6386,The Incal,4.14,9637,940,,English,307 pages,Hardcover,"Published May 28th 2011 by Humanoids, Inc. (first published 1981)",Sequential Art,Alejandro Jodorowsky
6387,A Contract with God and Other Tenement Stories,4.08,12317,628,2.0,English,196 pages,Paperback,Published September 19th 1985 by Kitchen Sink Press (first published 1978),Sequential Art,Will Eisner
6388,The Amazing Spider-Man: Kraven's Last Hunt,4.30,11712,486,,English,168 pages,Hardcover,Published August 23rd 2006 by Marvel (first published 1987),Sequential Art,J.M. DeMatteis
6389,Asterix and the Big Fight,4.17,7366,185,,English,48 pages,Hardcover,Published May 27th 2004 by Asterix (first published January 1966),Sequential Art,René Goscinny
6390,Asterix and the Banquet,4.18,7139,225,,English,48 pages,Paperback,Published April 29th 2004 by Asterix (first published February 7th 1963),Sequential Art,René Goscinny
6391,"Avatar: The Last Airbender - The Search, Part 1",4.37,29165,1033,1.0,English,76 pages,Paperback,Published March 20th 2013 by Dark Horse Books,Sequential Art,Gene Luen Yang
6392,Dark Tower: The Gunslinger Born #1,4.22,78596,1129,1.0,English,240 pages,Hardcover,Published November 21st 2007 by Marvel Comics (first published January 1st 2006),Sequential Art,Peter David
6393,"Transmetropolitan, Vol. 10: One More Time",4.52,11283,258,,English,144 pages,Paperback,Published June 1st 2004 by Vertigo,Sequential Art,Warren Ellis
6394,"Outcast, Vol. 1: A Darkness Surrounds Him",3.84,8352,936,1.0,English,152 pages,Paperback,Published January 15th 2015 by Image Comics,Sequential Art,Robert Kirkman
6395,The Calculus Affair,4.15,11388,268,,English,62 pages,Paperback,"Published September 30th 1976 by Little, Brown and Co. (first published 1956)",Sequential Art,Hergé
6396,Trust Me,4.10,6080,455,,English,132 pages,Paperback,Published September 2nd 2014 by Marvel Comics (first published February 5th 2014),Sequential Art,Al Ewing
6397,"Nightwing, Volume 1: Traps and Trapezes",4.02,8978,321,,English,160 pages,Paperback,Published October 10th 2012 by DC Comics (first published October 1st 2012),Sequential Art,Kyle Higgins
6398,"Sweet Tooth, Volume 2: In Captivity",4.09,11181,535,,English,144 pages,Paperback,Published December 14th 2010 by Vertigo,Sequential Art,Jeff Lemire
6399,Flight 714 to Sydney,3.98,9779,274,,English,62 pages,Paperback,Published July 15th 2011 by Egmont (first published 1968),Sequential Art,Hergé
6400,Stitches: A Memoir,4.06,25766,3268,4.0,English,329 pages,Hardcover,Published September 8th 2009 by W. W. Norton & Company,Sequential Art,David Small
6401,"Astonishing X-Men, Volume 4: Unstoppable",4.33,8822,300,,English,200 pages,Paperback,Published July 2nd 2008 by Marvel (first published April 17th 2008),Sequential Art,Joss Whedon
6402,There's Treasure Everywhere,4.71,21267,243,,English,176 pages,Paperback,Published March 1st 1996 by Andrews McMeel Publishing,Sequential Art,Bill Watterson
6403,Asterix and the Normans,4.15,7742,182,,English,48 pages,Paperback,Published June 17th 2004 by Asterix (first published 1966),Sequential Art,René Goscinny
6404,Fangs,4.27,31828,6262,1.0,English,115 pages,Kindle Edition,Published September 1st 2020 by Andrews McMeel Publishing,Sequential Art,Sarah Andersen
6405,Mooncakes,3.84,29429,6057,3.0,English,243 pages,Paperback,Published October 22nd 2019 by Oni Press,Sequential Art,Suzanne Walker
6406,"Batman and Robin, Volume 1: Born to Kill",4.17,11053,392,,English,192 pages,Hardcover,Published July 10th 2012 by DC Comics (first published July 4th 2012),Sequential Art,Peter J. Tomasi
6407,Embroideries,3.91,24451,2243,1.0,English,144 pages,Paperback,Published April 18th 2006 by Pantheon (first published 2003),Sequential Art,Marjane Satrapi
6408,Final Crisis,3.44,6897,683,,English,352 pages,Hardcover,Published June 16th 2009 by DC Comics,Sequential Art,Grant Morrison
6409,Strange Planet,4.33,36167,2918,1.0,English,144 pages,Hardcover,Published November 19th 2019 by Morrow Gift,Sequential Art,Nathan W. Pyle
6410,Wanted,3.70,13308,615,,English,192 pages,Paperback,Published November 27th 2007 by Image Comics (first published January 1st 2005),Sequential Art,Mark Millar
6411,"Captain Marvel, Volume 2: Down",4.02,6202,343,1.0,English,136 pages,Paperback,Published June 4th 2013 by Marvel,Sequential Art,Kelly Sue DeConnick
6412,"Astonishing X-Men, Volume 3: Torn",4.23,9728,293,,English,152 pages,Paperback,Published February 14th 2007 by Marvel (first published January 1st 2007),Sequential Art,Joss Whedon
6413,Blackest Night,4.18,10855,515,,English,304 pages,Hardcover,Published July 13th 2010 by DC Comics (first published 2009),Sequential Art,Geoff Johns
6414,,,,,,,,,,,
6415,Batman: Gotham by Gaslight,3.88,12388,502,,English,112 pages,Paperback,Published March 12th 2013 by DC Comics (first published November 28th 1989),Sequential Art,Brian Augustyn
6416,Tintin in the Land of the Soviets,3.61,16604,779,1.0,English,120 pages,Hardcover,Published March 1st 2003 by Last Gasp (first published 1930),Sequential Art,Hergé
6417,"Avatar: The Last Airbender - The Promise, Part 2",4.42,21118,663,,English,76 pages,Paperback,Published May 30th 2012 by Dark Horse Books,Sequential Art,Gene Luen Yang
6418,"Captain America: Winter Soldier, Volume 1",4.17,11401,328,,English,168 pages,Paperback,Published July 19th 2006 by Marvel,Sequential Art,Ed Brubaker
6419,"Top 10, Vol. 1",4.10,9805,267,,English,208 pages,Paperback,Published June 1st 2001 by Wildstorm (first published April 2000),Sequential Art,Alan Moore
6420,Superman: Birthright,4.14,11119,502,,English,320 pages,Paperback,Published October 2005 by DC Comics (first published September 2003),Sequential Art,Mark Waid
6421,"American Vampire, Vol. 2",4.06,12299,512,,English,160 pages,Hardcover,Published May 31st 2011 by Vertigo,Sequential Art,Scott Snyder
6422,The Right Hand of Doom,4.33,11350,286,,English,144 pages,Paperback,Published May 4th 2004 by Dark Horse Books (first published 2000),Sequential Art,Mike Mignola
6423,,,,,,,,,,,
6424,"Harley Quinn, Volume 1: Hot in the City",3.95,6873,738,,English,224 pages,Hardcover,Published October 28th 2014 by DC Comics,Sequential Art,Amanda Conner
6425,"Descender, Vol. 2: Machine Moon",4.17,8548,707,,English,116 pages,Paperback,Published May 4th 2016 by Image Comics,Sequential Art,Jeff Lemire
6426,"She-Hulk, Volume 1: Law and Disorder",3.91,5832,503,,English,136 pages,Paperback,Published October 21st 2014 by Marvel (first published September 16th 2014),Sequential Art,Charles Soule
6427,"Fence, Vol. 1",3.94,23751,3690,1.0,English,112 pages,Paperback,Published July 31st 2018 by BOOM! Box (first published April 11th 2018),Sequential Art,C.S. Pacat
6428,"The Unbeatable Squirrel Girl, Vol. 2: Squirrel You Know It's True",4.14,7157,653,,English,120 pages,Paperback,Published December 8th 2015 by Marvel,Sequential Art,Ryan North
6429,"Batman: Hush, Vol. 2",4.27,15244,275,,English,192 pages,Paperback,Published November 1st 2004 by DC Comics (first published 2003),Sequential Art,Jeph Loeb
6430,House of X/Powers of X,4.44,6459,930,,,448 pages,Hardcover,Published December 11th 2019 by Marvel,Sequential Art,Jonathan Hickman
6431,Tintin au Congo,3.19,9928,694,,French,62 pages,Hardcover,Published July 1st 1999 by Casterman (first published October 1st 1930),Sequential Art,Hergé
6432,"Powers, Vol. 1: Who Killed Retro Girl?",3.98,9558,343,1.0,English,207 pages,Paperback,Published August 29th 2006 by Image Comics (first published September 1st 2000),Sequential Art,Brian Michael Bendis
6433,"Runaways, Vol. 4: True Believers",4.04,5577,270,,English,144 pages,Paperback,Published November 29th 2006 by Marvel (first published October 12th 2005),Sequential Art,Brian K. Vaughan
6434,Drama,4.20,131089,7044,3.0,English,238 pages,Paperback,Published September 1st 2012 by Graphix,Sequential Art,Raina Telgemeier
6435,Fell,4.15,7508,348,,English,128 pages,Paperback,Published June 5th 2007 by Image Comics (first published September 2005),Sequential Art,Warren Ellis
6436,"The Wicked + The Divine, Vol. 4: Rising Action",4.18,10399,904,1.0,English,168 pages,Paperback,Published October 5th 2016 by Image Comics,Sequential Art,Kieron Gillen
6437,Avatar: The Last Airbender - The Search,4.58,13747,1268,,English,240 pages,Hardcover,Published February 5th 2014 by Dark Horse Comics,Sequential Art,Gene Luen Yang
6438,"Doom Patrol, Vol. 1: Crawling from the Wreckage",4.09,6566,344,,English,192 pages,Paperback,Published April 17th 2000 by Vertigo (first published August 1989),Sequential Art,Grant Morrison
6439,Star Wars: Vader Down,4.13,5821,582,,English,152 pages,Paperback,Published April 19th 2016 by Marvel Comics,Media Tie In,Jason Aaron
6440,"Saga, Book One",4.67,11812,1217,,English,504 pages,Hardcover,Published November 25th 2014 by Image Comics (first published November 19th 2014),Sequential Art,Brian K. Vaughan
6441,"Justice League, Volume 2: The Villain's Journey",3.73,5845,384,,English,176 pages,Hardcover,Published February 5th 2013 by DC Comics,Sequential Art,Geoff Johns
6442,"Lady Killer, Volume 1",3.98,6671,975,1.0,English,136 pages,Paperback,Published September 15th 2015 by Dark Horse Books,Sequential Art,Joëlle Jones
6443,"Black Widow, vol. 2: The Tightly Tangled Web",4.13,5491,329,,English,160 pages,Paperback,Published February 3rd 2015 by Marvel (first published January 20th 2015),Sequential Art,Nathan Edmondson
6444,"30 Days of Night, Vol. 1",3.79,19653,790,,English,104 pages,Paperback,Published March 27th 2007 by IDW Publishing (first published January 10th 2004),Sequential Art,Steve Niles
6445,"Check, Please! Book 1: #Hockey",4.25,23131,4377,3.0,English,288 pages,Hardcover,Published September 18th 2018 by First Second,Sequential Art,Ngozi Ukazu
6446,"Fables, Vol. 10: The Good Prince",4.37,16130,689,,English,240 pages,Paperback,Published June 4th 2008 by Vertigo,Fantasy,Bill Willingham
6447,"Fables, Vol. 10: The Good Prince",4.37,16130,689,,English,240 pages,Paperback,Published June 4th 2008 by Vertigo,Fantasy,Bill Willingham
6448,DC Universe: Rebirth #1,4.13,5839,624,1.0,English,80 pages,Kindle Edition,Published May 25th 2016 by DC Comics,Sequential Art,Geoff Johns
6449,Asterix and the Cauldron,4.13,6546,143,,English,48 pages,Paperback,Published September 9th 2004 by Asterix (first published October 31st 1968),Sequential Art,René Goscinny
6450,"Sin City, Vol. 6: Booze, Broads, and Bullets",3.87,8058,265,,English,240 pages,Paperback,Published April 6th 2005 by Dark Horse Books (first published 1998),Sequential Art,Frank Miller
6451,Asterix and the Chieftain's Shield,4.18,6691,146,,English,48 pages,Hardcover,Published July 22nd 2004 by Asterix (first published June 15th 1967),Sequential Art,René Goscinny
6452,"Gideon Falls, Vol.1: The Black Barn",4.15,6938,774,,English,160 pages,Paperback,Published October 23rd 2018 by Image Comics (first published October 17th 2018),Sequential Art,Jeff Lemire
6453,Godbomb,4.28,6090,350,,English,136 pages,Hardcover,Published October 29th 2013 by Marvel (first published October 9th 2013),Sequential Art,Jason Aaron
6454,March to War,4.22,9902,548,,English,136 pages,Comics,Published November 19th 2013 by Image Comics (first published November 13th 2013),Sequential Art,Robert Kirkman
6455,"Fables, Vol. 17: Inherit the Wind",4.03,7470,362,1.0,English,144 pages,Paperback,Published July 10th 2012 by Vertigo,Sequential Art,Bill Willingham
6456,The Walking Dead: Compendium Two,4.52,19170,973,,English,1068 pages,Paperback,Published October 16th 2012 by Image comics (first published October 3rd 2012),Sequential Art,Robert Kirkman
6457,The Shepherd's Tale,4.09,10843,847,,English,56 pages,Hardcover,Published November 24th 2010 by Dark Horse Comics (first published November 3rd 2010),Sequential Art,Joss Whedon
6458,"The Wicked + The Divine, Vol. 6: Imperial Phase, Part II",4.07,5593,552,2.0,English,168 pages,Paperback,Published January 16th 2018 by Image Comics,Sequential Art,Kieron Gillen
6459,"Injection, Vol. 1",3.79,5539,613,1.0,English,120 pages,Paperback,Published October 20th 2015 by Image Comics,Sequential Art,Warren Ellis
6460,"Giant Days, Vol. 3",4.08,8951,915,,English,112 pages,Paperback,Published October 11th 2016 by BOOM! Box,Sequential Art,John Allison
6461,Sex Criminals: Volume Three: Three the Hard Way,3.85,6181,602,,English,160 pages,Kindle Edition,Published June 15th 2016 by Image Comics,Sequential Art,Matt Fraction
6462,"Scalped, Vol. 1: Indian Country",4.02,7554,436,,English,124 pages,Paperback,Published August 1st 2007 by Vertigo,Sequential Art,Jason Aaron
6463,Uzumaki,4.44,46440,6108,,English,653 pages,Hardcover,Published October 15th 2013 by VIZ Media (first published March 7th 2000),Sequential Art,Junji Ito
6464,Captain America: Winter Soldier - Ultimate Collection,4.31,5572,416,,English,304 pages,Paperback,Published April 14th 2010 by Marvel (first published January 1st 2010),Sequential Art,Ed Brubaker
6465,Secret Wars,3.87,5266,511,,English,312 pages,Hardcover,Published March 15th 2016 by Marvel Comics,Sequential Art,Jonathan Hickman
6466,Asterix and Caesar's Gift,4.13,7012,120,,English,48 pages,Paperback,Published December 16th 2004 by Asterix (first published 1974),Sequential Art,René Goscinny
6467,"Lumberjanes, Vol. 4: Out of Time",4.26,11830,1046,1.0,English,112 pages,Paperback,Published July 12th 2016 by BOOM! Box,Sequential Art,N.D. Stevenson
6468,"iZombie, Vol. 1: Dead to the World",3.65,6961,890,,English,144 pages,Paperback,Published March 22nd 2011 by Vertigo (first published January 1st 2010),Sequential Art,Chris Roberson
6469,Lumberjanes: Up All Night,4.03,12004,1199,,English,27 pages,Kindle Edition,Published April 9th 2014 by BOOM! Studios,Sequential Art,N.D. Stevenson
6470,Death,4.46,7646,630,,English,320 pages,Hardcover,Published October 9th 2012 by Vertigo (first published 2012),Sequential Art,Neil Gaiman
6471,The Witch Boy,4.23,23027,2944,1.0,English,224 pages,,"Published November 2017 by Scholastic, Inc. (first published October 28th 2017)",Sequential Art,Molly Knox Ostertag
6472,"Batman & Robin, Vol. 2: Batman vs. Robin",4.13,10520,245,,English,168 pages,Hardcover,Published November 9th 2010 by DC Comics,Sequential Art,Grant Morrison
6473,Asterix in Spain,4.11,6784,168,,English,48 pages,Paperback,Published September 9th 2004 by Asterix (first published October 1969),Sequential Art,René Goscinny
6474,"Moon Girl and Devil Dinosaur, Vol. 1: BFF",3.88,6047,894,1.0,English,160 pages,Paperback,Published July 5th 2016 by Marvel Comics (first published November 25th 2015),Sequential Art,Brandon Montclare
6475,"Batgirl, Volume 2: Knightfall Descends",4.04,5745,327,,English,192 pages,Hardcover,Published February 12th 2013 by DC Comics,Sequential Art,Gail Simone
6476,Asterix in Switzerland,4.24,6981,164,,English,48 pages,Paperback,Published October 21st 2004 by Asterix (first published October 1970),Sequential Art,René Goscinny
6477,"Step Aside, Pops",4.04,11149,896,2.0,English,168 pages,Hardcover,Published September 15th 2015 by Drawn and Quarterly (first published September 3rd 2015),Sequential Art,Kate Beaton
6478,"Bone, Vol. 2: The Great Cow Race",4.29,16506,910,,English,132 pages,Paperback,Published August 1st 2005 by Graphix (first published December 1993),Sequential Art,Jeff Smith
6479,Ms. Marvel | 2014-2015 | #1,4.09,28698,359,,English,32 pages,Kindle Edition,Published February 5th 2014 by Marvel,Sequential Art,G. Willow Wilson
6480,"Paper Girls, Volume 6",4.22,11336,1433,1.0,English,144 pages,Paperback,Published October 1st 2019 by Image Comics (first published September 25th 2019),Sequential Art,Brian K. Vaughan
6481,"Paper Girls, Volume 3",4.07,21598,2008,,English,128 pages,Paperback,Published August 8th 2017 by Image Comics (first published August 2nd 2017),Sequential Art,Brian K. Vaughan
6482,Star Wars: Shattered Empire,3.71,5790,584,,English,132 pages,Paperback,Published November 17th 2015 by Marvel,Media Tie In,Greg Rucka
6483,Asterix and the Soothsayer,4.14,6394,120,,English,48 pages,Paperback,Published December 16th 2004 by Asterix (first published 1972),Sequential Art,René Goscinny
6484,"Archie, Vol. 1",3.96,9739,1244,,English,160 pages,Paperback,Published March 31st 2016 by Archie Comics (first published March 29th 2016),Sequential Art,Mark Waid
6485,"Avatar: The Last Airbender - The Promise, Part 3",4.41,12551,699,,English,76 pages,Paperback,Published October 9th 2012 by Dark Horse Comics (first published September 26th 2012),Sequential Art,Gene Luen Yang
6486,"Sin City, Vol. 5: Family Values",3.86,8875,283,,English,128 pages,Paperback,Published November 9th 2010 by Dark Horse Books (first published 1997),Sequential Art,Frank Miller
6487,"Ms. Marvel, Vol. 6: Civil War II",4.22,6487,762,1.0,English,136 pages,Paperback,Published December 14th 2016 by Marvel,Sequential Art,G. Willow Wilson
6488,"Swamp Thing, Vol. 4: A Murder of Crows",4.34,7472,288,,English,206 pages,Paperback,Published August 1st 2001 by Vertigo (first published July 1986),Sequential Art,Alan Moore
6489,"The Fade Out, Act One",3.88,5229,610,1.0,English,120 pages,Paperback,Published February 25th 2015 by Image Comics,Sequential Art,Ed Brubaker
6490,Who Holds the Hammer?,3.96,5604,515,,English,136 pages,Hardcover,Published July 21st 2015 by Marvel,Sequential Art,Jason Aaron
6491,Asterix and the Laurel Wreath,4.14,5791,122,,English,48 pages,Paperback,Published October 28th 2004 by Asterix (first published 1971),Sequential Art,René Goscinny
6492,Ghosts,4.23,129952,6147,2.0,English,256 pages,Kindle Edition,Published September 13th 2016 by Graphix,Sequential Art,Raina Telgemeier
6493,My Lesbian Experience with Loneliness,4.11,20223,2525,3.0,English,143 pages,Paperback,Published June 6th 2017 by Seven Seas (first published 2016),Sequential Art,Kabi Nagata
6494,Buffy the Vampire Slayer: Wolves at the Gate,4.04,9723,485,1.0,English,136 pages,Paperback,Published November 19th 2008 by Dark Horse Books (first published 2008),Sequential Art,Drew Goddard
6495,"Ms. Marvel, Vol. 7: Damage Per Second",4.05,5109,600,,English,136 pages,Paperback,Published August 1st 2017 by Marvel Comics,Sequential Art,G. Willow Wilson
