,title,rating,num_ratings,num_reviews,num_awards,language,num_page,cover_type,published_year,genre,author
7788,One Good Dish,3.88,328,42,1.0,English,256 pages,Hardcover,Published October 22nd 2013 by Artisan,Food and Drink,David Tanis
7789,Betty Goes Vegan: Over 500 Classic Recipes for the Modern Family,3.77,770,58,,English,448 pages,Hardcover,Published February 26th 2013 by Grand Central Life & Style (first published January 1st 2013),Food and Drink,Annie Shannon
7790,Crust and Crumb: Master Formulas for Serious Bread Bakers,4.30,994,34,,English,224 pages,Paperback,Published September 1st 2006 by Ten Speed Press (first published 1998),Food and Drink,Peter Reinhart
7791,"Cradle of Flavor: Home Cooking from the Spice Islands of Indonesia, Singapore, and Malaysia",4.15,431,20,,English,384 pages,Hardcover,Published August 17th 2006 by W. W. Norton Company,Food and Drink,James Oseland
7792,Moro: The Cookbook,4.23,427,18,,English,288 pages,Paperback,Published March 6th 2003 by Ebury Press (first published 2001),Food and Drink,Samantha Clark
7793,The Can't Cook Book: Recipes for the Absolutely Terrified!,3.91,737,78,,English,240 pages,ebook,Published October 8th 2013 by Atria Books,Food and Drink,Jessica Seinfeld
7794,Fix-It and Forget-It Big Cookbook: 1400 Best Slow Cooker Recipes!,4.01,732,28,,English,704 pages,Kindle Edition,Published December 22nd 2015 by Good Books (first published October 10th 2008),Food and Drink,Phyllis Pellman Good
7795,The Frugal Gourmet Cooks American,3.81,1098,17,,English,477 pages,Hardcover,Published November 1st 1987 by William Morrow & Company,Food and Drink,Jeff Smith
7796,"The Perfect Cake: Your Ultimate Guide to Classic, Modern, and Whimsical Cakes",4.47,394,41,,,432 pages,Hardcover,Published March 27th 2018 by America's Test Kitchen,Food and Drink,America's Test Kitchen
7797,Zingerman's Bakehouse,4.16,332,41,,English,240 pages,Hardcover,Published October 3rd 2017 by Chronicle Books,Food and Drink,Amy Emberling
7798,Eat What You Watch: A Cookbook for Movie Lovers,4.24,684,39,,,132 pages,Hardcover,Published October 3rd 2017 by Dovetail,Food and Drink,Andrew Rea
7799,Seven Spoons: My Favorite Recipes for Any and Every Day,3.87,222,33,,English,296 pages,Hardcover,Published April 21st 2015 by Appetite by Random House (first published April 7th 2015),Food and Drink,Tara O'Brady
7800,"The Pollan Family Table: The Best Recipes and Kitchen Wisdom for Delicious, Healthy Family Meals",4.04,527,70,1.0,English,352 pages,Hardcover,Published October 28th 2014 by Scribner (first published October 14th 2014),Food and Drink,Corky Pollan
7801,I Quit Sugar: Your Complete 8-Week Detox Program and Cookbook,3.58,2545,218,,English,224 pages,Paperback,Published April 8th 2014 by Clarkson Potter (first published November 25th 2013),Food and Drink,Sarah Wilson
7802,The Dahlia Bakery Cookbook: Sweetness in Seattle,4.21,453,22,1.0,English,400 pages,Hardcover,Published October 23rd 2012 by William Morrow Cookbooks,Food and Drink,Tom Douglas
7803,Keys to Good Cooking: A Guide to Making the Best of Foods and Recipes,4.08,725,44,,English,553 pages,Hardcover,Published October 28th 2010 by Penguin Press (first published September 22nd 2009),Food and Drink,Harold McGee
7804,The Best Casserole Cookbook Ever,3.91,440,37,,English,640 pages,Paperback,Published September 1st 2008 by Chronicle Books,Food and Drink,Beatrice Ojakangas
7805,Flatbreads Flavors,4.25,483,25,1.0,English,464 pages,Hardcover,Published March 20th 1995 by William Morrow Cookbooks,Food and Drink,Jeffrey Alford
7806,"Breakfast, Lunch, Tea: The Many Little Meals of Rose Bakery",4.02,428,24,,English,192 pages,Hardcover,Published December 1st 2005 by Phaidon,Food and Drink,Rose Carrarini
7807,Baked Elements: The Importance of Being Baked in 10 Favorite Ingredients,4.21,1442,31,,English,224 pages,Hardcover,Published September 1st 2012 by Harry N. Abrams,Food and Drink,Matt Lewis
7808,Milk Street: The New Rules: Recipes That Will Change the Way You Cook,3.95,271,53,,English,336 pages,Hardcover,Published October 15th 2019 by Voracious,Food and Drink,Christopher Kimball
7809,Sean Brock's South,4.28,277,25,,English,352 pages,Hardcover,Published October 15th 2019 by Artisan,Food and Drink,Sean Brock
7810,The Elder Scrolls: The Official Cookbook,4.50,563,62,,English,192 pages,Hardcover,Published March 26th 2019 by Insight Editions (first published March 2019),Food and Drink,Chelsea Monroe-Cassel
7811,"Every Day Is Saturday: Recipes and Strategies for Easy Cooking, Every Day of the Week",3.63,178,43,,English,256 pages,Hardcover,Published June 4th 2019 by Chronicle Books,Food and Drink,Sarah Copeland
7812,Japan: The Cookbook,4.25,208,15,,English,464 pages,Hardcover,Published April 6th 2018 by Phaidon Press,Food and Drink,Nancy Singleton Hachisu
7813,Crossroads: Extraordinary Recipes from the Restaurant That Is Reinventing Vegan Cuisine,4.09,256,36,,English,304 pages,Hardcover,Published October 6th 2015 by Artisan,Food and Drink,Tal Ronnen
7814,"Clean Slate: A Cookbook and Guide: Reset Your Health, Detox Your Body, and Feel Your Best",3.85,624,53,,,336 pages,Paperback,Published December 16th 2014 by Clarkson Potter,Food and Drink,Martha Stewart Living
7815,The Make-Ahead Cook,4.05,356,31,,,336 pages,Paperback,Published September 1st 2014 by America's Test Kitchen (first published March 1st 2007),Food and Drink,America's Test Kitchen
7816,A Change of Appetite: Where Delicious Meets Healthy,4.05,308,24,1.0,English,336 pages,Hardcover,Published March 4th 2014 by Mitchell Beazley,Food and Drink,Diana Henry
7817,The Autoimmune Paleo Cookbook: An Allergen-Free Approach To Managing Chronic Illness,4.22,1036,63,,English,314 pages,Hardcover,Published January 6th 2015 by Trescott LLC (first published March 31st 2014),Food and Drink,Mickey Trescott
7818,The VB6 Cookbook: More than 350 Recipes for Healthy Vegan Meals All Day and Delicious Flexitarian Dinners at Night,3.76,519,46,,,272 pages,Hardcover,Published May 6th 2014 by Clarkson Potter (first published March 4th 2014),Food and Drink,Mark Bittman
7819,Molto Gusto: Easy Italian Cooking,3.97,591,27,,English,272 pages,Hardcover,Published April 6th 2010 by Ecco (first published March 19th 2010),Food and Drink,Mario Batali
7820,Cooking,4.23,541,18,,English,560 pages,Hardcover,Published October 1st 2007 by Ten Speed Press,Food and Drink,James Peterson
7821,Get Togethers: Rachael Ray 30-Minute Meals,3.96,1629,32,,English,224 pages,Paperback,Published December 1st 2003 by Lake Isle Press (first published 2003),Food and Drink,Rachael Ray
7822,The Complete Magnolia Bakery Cookbook: Recipes from the World-Famous Bakery and Allysa Torey's Home Kitchen,4.23,460,17,,English,240 pages,Paperback,Published November 3rd 2009 by Simon Schuster (first published January 1st 2009),Food and Drink,Allysa Torey
7823,"The Art of Escapism Cooking: A Survival Story, with Intensely Good Flavors",4.26,233,38,,,400 pages,ebook,Published October 15th 2019 by William Morrow Cookbooks,Food and Drink,Mandy Lee
7824,Cook It in Your Dutch Oven: 150 Foolproof Recipes Tailor-Made for Your Kitchen's Most Versatile Pot,3.95,334,46,,English,327 pages,Kindle Edition,Published December 4th 2018 by America's Test Kitchen,Food and Drink,America's Test Kitchen
7825,Emeril's TV Dinners: Kickin' It Up A Notch With Recipes From Emeril Live And Essence Of Emeril,3.85,558,16,,English,,Hardcover,Published September 29th 1998 by William Morrow Cookbooks (first published September 28th 1998),Food and Drink,Emeril Lagasse
7826,Heart of the Artichoke: and Other Kitchen Journeys,3.97,633,48,,English,344 pages,Hardcover,Published November 1st 2010 by Artisan (first published October 18th 2010),Food and Drink,David Tanis
7827,The Redwall Cookbook,4.25,1682,91,,English,104 pages,Paperback,Published September 22nd 2005 by Philomel Books,Food and Drink,Brian Jacques
7828,"Fat: An Appreciation of a Misunderstood Ingredient, with Recipes",4.18,839,49,1.0,English,232 pages,Hardcover,Published September 1st 2008 by Ten Speed Press,Food and Drink,Jennifer McLagan
7829,The Slow Mediterranean Kitchen: Recipes for the Passionate Cook,4.16,315,21,,English,368 pages,Hardcover,Published September 19th 2003 by Houghton Mifflin Harcourt (first published 1994),Food and Drink,Paula Wolfert
7830,The Omnivore's Dilemma: A Natural History of Four Meals,4.18,198359,13749,3.0,English,450 pages,Hardcover,Published 2006 by The Penguin Press,Nonfiction,Michael Pollan
7831,"The Ultimate Uncheese Cookbook: Delicious Dairy-Free Cheeses and Classic ""Uncheese"" Dishes",3.81,728,31,,English,191 pages,Paperback,Published September 15th 2003 by Book Publishing Company (TN) (first published 1994),Food and Drink,Joanne Stepaniak
7832,Biggest Book of Slow Cooker Recipes,4.07,2897,16,,English,416 pages,Paperback,Published August 1st 2002 by Better Homes Gardens,Food and Drink,Chuck Smothermon
7833,Chef Prudhomme's Louisiana Kitchen,4.27,1143,33,,English,352 pages,Hardcover,Published April 17th 1984 by William Morrow Cookbooks,Food and Drink,Paul Prudhomme
7834,Jew-ish: A Cookbook: Reinvented Recipes from a Modern Mensch,4.20,356,74,,English,272 pages,Hardcover,Published March 9th 2021 by Mariner Books,Food and Drink,Jake Cohen
7835,"Kaukasis: A Culinary Journey through Georgia, Azerbaijan & Beyond",4.26,178,21,,,240 pages,Hardcover,Published October 24th 2017 by Weldon Owen,Food and Drink,Olia Hercules
7836,"Japanese Home Cooking: Simple Meals, Authentic Flavors",4.31,209,39,,English,304 pages,Hardcover,Published November 19th 2019 by Roost Books,Food and Drink,Sonoko Sakai
7837,The Complete America's Test Kitchen TV Show Cookbook 2001-2010,4.55,2938,113,,English,646 pages,Hardcover,Published October 1st 2009 by America's Test Kitchen,Food and Drink,America's Test Kitchen
7838,Cherry Bombe: The Cookbook,3.81,219,33,,English,256 pages,Hardcover,Published October 10th 2017 by Clarkson Potter Publishers,Food and Drink,Kerry Diamond
7839,"Chai, Chaat Chutney: a street food journey through India",4.17,208,20,,,240 pages,Hardcover,Published September 5th 2017 by Mitchell Beazley,Food and Drink,Chetna Makan
7840,Bread Toast Crumbs: Recipes for No-Knead Loaves & Meals to Savor Every Slice: A Cookbook,4.38,334,51,,,256 pages,Hardcover,Published April 4th 2017 by Clarkson Potter Publishers,Food and Drink,Alexandra Stafford
7841,"The No Meat Athlete Cookbook: Whole Food, Plant-Based Recipes to Fuel Your Workouts—and the Rest of Your Life",4.05,757,81,,English,288 pages,Kindle Edition,Published May 16th 2017 by The Experiment,Food and Drink,Matt Frazier
7842,Naturally Nourished,3.97,270,41,,English,,ebook,Published February 1st 2017 by Clarkson Potter Publishers,Food and Drink,Sarah Britton
7843,All Under Heaven: Recipes from the 35 Cuisines of China,4.31,169,24,,English,524 pages,Hardcover,Published September 1st 2016 by Ten Speed Press (first published May 12th 2015),Food and Drink,Carolyn Phillips
7844,Tasting Rome: Fresh Flavors and Forgotten Recipes from an Ancient City,3.87,219,38,,English,256 pages,ebook,Published March 29th 2016 by Clarkson Potter,Food and Drink,Katie Parla
7845,Dont Panic - Dinner's in the Freezer: Great-Tasting Meals You Can Make Ahead,3.81,784,64,,English,237 pages,Paperback,Published September 1st 2005 by Fleming H. Revell Company,Food and Drink,Susie Martinez
7846,Eat Your Vegetables: Bold Recipes for the Single Cook,3.74,312,50,,English,192 pages,Hardcover,Published August 6th 2013 by Ten Speed Press (first published January 1st 2013),Food and Drink,Joe Yonan
7847,Vedge: 100 Plates Large and Small That Redefine Vegetable Cooking,3.93,356,40,,,250 pages,ebook,Published September 3rd 2013 by Experiment (first published June 11th 2013),Food and Drink,Rich Landau
7848,Pie: 300 Tried-and-True Recipes for Delicious Homemade Pie,4.39,541,46,,,656 pages,Paperback,Published September 13th 2011 by Harvard Common Press (first published September 2004),Food and Drink,Ken Haedrich
7849,Think Like a Chef,4.04,1025,60,,English,271 pages,Hardcover,Published October 31st 2000 by Clarkson Potter Publishers (first published 2000),Food and Drink,Tom Colicchio
7850,In the Kitchen with Rosie: Oprah's Favorite Recipes,3.04,802,36,,English,142 pages,Hardcover,Published April 16th 1994 by Knopf (first published January 1st 1994),Food and Drink,Rosie Daley
7851,Bernard Clayton's New Complete Book of Breads,4.25,876,44,,English,704 pages,Paperback,Published October 3rd 2006 by Simon Schuster (first published 1987),Food and Drink,Bernard Clayton Jr.
7852,This Will Make It Taste Good: Recipes and Stories from My Kitchen,3.57,541,68,,,352 pages,Hardcover,Published October 20th 2020 by Voracious,Food and Drink,Vivian Howard
7853,"The Clean Plate: Eat, Reset, Heal",3.70,626,67,1.0,English,288 pages,Hardcover,Published January 8th 2019 by Grand Central Publishing (first published December 31st 2018),Food and Drink,Gwyneth Paltrow
7854,Together: Our Community Cookbook,4.40,505,69,,English,128 pages,Hardcover,Published September 20th 2018 by Ebury Press,Food and Drink,Hubb Community Kitchen
7855,What's Gaby Cooking: Everyday California Food,4.30,337,37,,English,272 pages,Hardcover,Published April 17th 2018 by Harry N. Abrams,Food and Drink,Gaby Dalkin
7856,On Vegetables: Modern Recipes for the Home Kitchen,4.17,181,18,,,320 pages,Hardcover,Published April 17th 2017 by Phaidon Press,Food and Drink,Jeremy Fox
7857,One Pan & Done: Hassle-Free Meals from the Oven to Your Table,3.85,211,32,,English,256 pages,Paperback,Published February 7th 2017 by Clarkson Potter Publishers,Food and Drink,Molly Gilbert
7858,Samarkand: Recipes & Stories from Central Asia & The Caucasus,4.30,202,36,,English,224 pages,Hardcover,Published June 7th 2016 by Kyle Books (first published May 7th 2016),Food and Drink,Caroline Eden
7859,The Mission Chinese Food Cookbook,3.99,313,27,,,336 pages,ebook,Published November 10th 2015 by Anthony Bourdain/Ecco (first published June 9th 2015),Food and Drink,Danny Bowien
7860,Preserving by the Pint: Quick Seasonal Canning for Small Spaces,4.23,720,75,,English,192 pages,Hardcover,Published March 25th 2014 by Running Press (first published January 1st 2014),Food and Drink,Marisa McClellan
7861,Dirt Candy: A Cookbook: Flavor-Forward Food from the Upstart New York City Vegetarian Restaurant,3.75,632,137,,English,224 pages,Paperback,Published August 21st 2012 by Clarkson Potter (first published January 1st 2012),Food and Drink,Amanda Cohen
7862,Happy Herbivore Abroad: A Travelogue and Over 135 Fat-Free and Low-Fat Vegan Recipes from Around the World,4.17,770,46,1.0,English,320 pages,Paperback,Published December 4th 2012 by BenBella Books,Food and Drink,Lindsay S. Nixon
7863,"Everyday Food: Light: The Quickest and Easiest Recipes, All Under 500 Calories",4.12,427,36,,English,384 pages,Paperback,Published December 27th 2011 by Clarkson Potter,Food and Drink,Martha Stewart
7864,The Mozza Cookbook: Recipes from Los Angeles's Favorite Italian Restaurant and Pizzeria,4.17,315,13,,English,368 pages,Hardcover,Published September 27th 2011 by Knopf (first published January 1st 2011),Food and Drink,Nancy Silverton
7865,Thai Street Food,4.29,376,24,1.0,English,372 pages,Hardcover,Published September 21st 2010 by Ten Speed Press,Food and Drink,David Thompson
7866,Madhur Jaffrey's World-of-the-East Vegetarian Cooking,4.25,604,36,,English,480 pages,Paperback,Published November 12th 1981 by Knopf,Food and Drink,Madhur Jaffrey
7867,New Native Kitchen: Celebrating Modern Recipes of the American Indian,4.28,154,25,,,288 pages,Hardcover,Published November 16th 2021 by Harry N. Abrams,Food and Drink,Freddie Bitsoie
7868,Rachael Ray 50: Memories and Meals from a Sweet and Savory Life,4.02,587,106,1.0,English,336 pages,Hardcover,Published October 15th 2019 by Ballantine Books,Food and Drink,Rachael Ray
7869,Sunny-Side Up: More Than 100 Breakfast & Brunch Recipes from the Essential Egg to the Perfect Pastry,3.83,138,28,1.0,English,240 pages,Hardcover,Published August 27th 2019 by Rodale Book (first published 2019),Food and Drink,Waylynn Lucas
7870,You Suck at Cooking: The Absurdly Practical Guide to Sucking Slightly Less at Making Food,4.25,518,82,,,224 pages,Hardcover,Published October 15th 2019 by Clarkson Potter Publishers,Food and Drink,You Suck at Cooking
7871,The Official Downton Abbey Cookbook,4.23,409,63,,,272 pages,Hardcover,Published September 17th 2019 by Weldon Owen (first published September 13th 2019),Food and Drink,Annie Gray
7872,The Complete Slow Cooker: From Appetizers to Desserts - 400 Must-Have Recipes That Cook While You Play (or Work),3.98,262,34,,English,401 pages,Kindle Edition,Published October 31st 2017 by America's Test Kitchen,Food and Drink,America's Test Kitchen
7873,"True Roots: A Mindful Kitchen with More Than 100 Recipes Free of Gluten, Dairy, and Refined Sugar",3.88,780,70,,,272 pages,Paperback,Published April 3rd 2018 by Rodale Books,Food and Drink,Kristin Cavallari
7874,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More",4.35,333,43,,English,320 pages,Paperback,Published April 5th 2016 by America's Test Kitchen,Food and Drink,America's Test Kitchen
7875,"Sugar Baby: Confections, Candies, Cakes, & Other Delicious Recipes for Cooking with Sugar",4.22,1184,44,,English,252 pages,Hardcover,Published April 1st 2011 by Harry N. Abrams,Food and Drink,Gesine Bullock-Prado
7876,Extra Virgin: Recipes & Love from Our Tuscan Kitchen,4.26,497,32,,English,272 pages,Hardcover,Published May 6th 2014 by Clarkson Potter (first published January 1st 2014),Food and Drink,Gabriele Corcos
7877,Twelve Months of Monastery Soups: International Favorites,4.21,422,46,,English,208 pages,Paperback,Published January 5th 1998 by Clarkson Potter (first published January 1st 1996),Food and Drink,Victor-Antoine D'Avila-Latourrette
7878,The Great Vegan Bean Book,4.14,576,24,,English,192 pages,Paperback,Published June 1st 2013 by Fair Winds Press (first published January 1st 2013),Food and Drink,Kathy Hester
7879,Home Made Summer,3.81,370,51,,English,256 pages,Hardcover,Published March 26th 2013 by Harry N. Abrams (first published May 14th 2012),Food and Drink,Yvette van Boven
7880,"Ten Dollar Dinners: 140 Recipes and Tips for Delicious, Budget-Friendly Meals the Whole Family Can Enjoy",3.97,468,65,,,384 pages,Paperback,Published August 14th 2012 by Clarkson Potter (first published January 1st 2012),Food and Drink,Melissa d'Arabian
7881,A Girl and Her Pig: Recipes and Stories,4.11,475,34,,English,352 pages,Hardcover,Published April 10th 2012 by HaperCollins,Food and Drink,April Bloomfield
7882,The Blue Chair Jam Cookbook,4.17,498,43,,English,384 pages,Hardcover,Published September 21st 2010 by Andrews McMeel Publishing (first published September 14th 2010),Food and Drink,Rachel Saunders
7883,In Defense of Food: An Eater's Manifesto,4.07,112491,8376,,English,205 pages,Hardcover,Published January 1st 2008 by Penguin Press,Nonfiction,Michael Pollan
7884,Tender at the Bone: Growing Up at the Table,4.08,36126,2709,,English,282 pages,Paperback,Published March 2nd 1999 by Broadway Books (first published February 17th 1998),Food and Drink,Ruth Reichl
7885,Chez Panisse Menu Cookbook,4.11,367,13,,English,336 pages,Paperback,Published April 18th 1995 by Random House (first published 1982),Food and Drink,Alice Waters
7886,Bowls: Vibrant Recipes with Endless Possibilities,4.14,342,36,,,256 pages,Kindle Edition,Published December 17th 2019 by America's Test Kitchen,Food and Drink,America's Test Kitchen
7887,"The Seasoned Life: Food, Family, Faith, and the Joy of Eating Well",4.14,408,35,,English,256 pages,Hardcover,"Published September 20th 2016 by Little, Brown and Company",Food and Drink,Ayesha Curry
7888,Home Made Winter,4.01,434,24,,English,252 pages,Hardcover,Published October 1st 2012 by Harry N. Abrams (first published October 3rd 2011),Food and Drink,Yvette van Boven
7889,"Asian Tofu: Discover the Best, Make Your Own, and Cook It at Home",4.07,275,30,,,240 pages,Hardcover,Published February 28th 2012 by Ten Speed Press (first published January 1st 2012),Food and Drink,Andrea Nguyen
7890,Williams-Sonoma Soup of the Day: 365 Recipes for Every Day of the Year,4.19,299,41,,English,304 pages,Hardcover,Published January 31st 2012 by Weldon Owen (first published November 2011),Food and Drink,Kate McMillan
7891,"Everyday Paleo: Embracing a Natural Diet & Lifestyle to Increase Your Family's Health, Fitness, and Longevity",3.98,2407,92,,English,304 pages,Paperback,Published April 25th 2011 by Victory Belt Publishing,Food and Drink,Sarah Fragoso
7892,The Best Veggie Burgers on the Planet: 101 Globally Inspired Vegan Creations Packed with Fresh Flavors and Exciting New Tastes,4.02,646,74,,English,240 pages,Paperback,Published May 1st 2011 by Fair Winds Press,Food and Drink,Joni Marie Newman
7893,The Moosewood Restaurant Cooking for Health: More Than 200 New Vegetarian and Vegan Recipes for Delicious and Nutrient-Rich Dishes,4.18,460,36,,English,368 pages,Paperback,Published November 3rd 2009 by Simon Schuster (first published 2009),Food and Drink,The Moosewood Collective
7894,The Gift of Southern Cooking: Recipes and Revelations from Two Great American Cooks: A Cookbook,4.38,367,33,,English,352 pages,Hardcover,Published April 15th 2003 by Knopf Publishing Group,Food and Drink,Edna Lewis
7895,The Vegetable Dishes I Can't Live Without,3.92,563,37,,English,160 pages,Hardcover,Published October 9th 2007 by Hachette Books,Food and Drink,Mollie Katzen
7896,Tyler Florence's Real Kitchen: An Indespensible Guide for Anybody Who Likes to Cook,4.06,1453,18,,English,304 pages,Hardcover,Published March 25th 2003 by Clarkson Potter Publishers,Food and Drink,Tyler Florence
7897,Diet for a Small Planet,3.96,5971,202,,English,528 pages,Paperback,Published August 27th 1991 by Ballantine Books (first published January 1st 1971),Food and Drink,Frances Moore Lappé
7898,The New Mediterranean Diet Cookbook: A Delicious Alternative for Lifelong Health,3.82,505,47,,English,496 pages,Hardcover,Published December 30th 2008 by Bantam (first published June 1st 1994),Food and Drink,Nancy Harmon Jenkins
7899,The Anne of Green Gables Cookbook: Charming Recipes from Anne and Her Friends in Avonlea,4.12,637,117,,English,112 pages,Hardcover,Published September 19th 2017 by Race Point Publishing (first published June 25th 1987),Food and Drink,Kate Macdonald
7900,"Victuals: An Appalachian Journey, with Recipes",4.30,496,94,,,256 pages,ebook,Published August 30th 2016 by Clarkson Potter,Food and Drink,Ronni Lundy
7901,Crumb: The Baking Book,4.27,300,36,,,336 pages,Hardcover,Published September 25th 2014 by Chatto Windus (first published September 11th 2014),Food and Drink,Ruby Tandoh
7902,"The Pizza Bible: Everything You Need to Know to Make Napoletano to New York Style, Deep Dish and Wood-fired, Thin Crust, Stuffed Crust, Cornmeal Crust, and More",4.22,503,54,,,288 pages,Hardcover,Published October 21st 2014 by Ten Speed Press,Food and Drink,Tony Gemignani
7903,The Paleo Kitchen: Finding Primal Joy in Modern Cooking,4.14,873,43,,,336 pages,Paperback,Published June 10th 2014 by Victory Belt Publishing (first published June 8th 2014),Food and Drink,Juli Bauer
7904,"L.A. Son: My Life, My City, My Food",3.97,1401,156,,English,352 pages,ebook,Published November 5th 2013 by Anthony Bourdain/Ecco,Food and Drink,Roy Choi
7905,Vegan Indian Cooking: 140 Simple and Healthy Vegan Recipes,4.09,429,33,,English,248 pages,Paperback,Published June 12th 2012 by Agate Surrey,Food and Drink,Anupy Singla
7906,The Casserole Queens Cookbook: Put Some Lovin' in Your Oven with 100 Easy One-Dish Recipes,3.76,492,38,,English,208 pages,Paperback,Published August 23rd 2011 by Clarkson Potter,Food and Drink,Crystal Cook
7907,In Pursuit of Flavor,4.34,206,18,,English,323 pages,Paperback,Published April 3rd 2000 by University of Virginia Press (first published September 12th 1988),Food and Drink,Edna Lewis
7908,The Italian Slow Cooker: 125 Easy Recipes for the Electric Slow Cooker,3.91,684,39,,English,240 pages,Paperback,Published January 7th 2010 by Mariner Books (first published 2010),Food and Drink,Michele Scicolone
7909,Splendid Soups: Recipes and Master Techniques for Making the World's Best Soups,4.07,458,25,,English,656 pages,Hardcover,Published September 25th 2000 by Houghton Mifflin Harcourt (first published 1993),Food and Drink,James Peterson
7910,Mrs. Fields Cookie Book,4.22,1257,35,,English,120 pages,Paperback,Published May 24th 1999 by Time Life Medical (first published July 1992),Food and Drink,Debbi Fields
7911,That Cheese Plate Will Change Your Life: 50 Cheese by Numbers Maps for Inspired Gatherings and Creative Self-Care,4.33,414,76,,,304 pages,Hardcover,Published May 5th 2020 by Dial Press,Food and Drink,Marissa Mullen
7912,Ama: A Modern Tex-Mex Kitchen,4.06,178,49,,,272 pages,Kindle Edition,Published October 1st 2019 by Chronicle Books LLC,Food and Drink,Josef Centeno
7913,Weeknight Baking: Time-Saving Recipes to Make Any Night of the Week,3.84,212,41,,English,320 pages,Hardcover,Published October 29th 2019 by Simon Schuster,Food and Drink,Michelle Lopez
7914,"Bread Baking for Beginners: The Essential Guide to Baking Kneaded Breads, No-Knead Breads, and Enriched Breads",4.52,1095,92,,,,Kindle Edition,Published October 9th 2018 by Rockridge Press,Food and Drink,Bonnie Ohara
7915,The Whole30 Fast & Easy Cookbook: 150 Simply Delicious Everyday Recipes for Your Whole30,4.14,973,54,,,320 pages,Kindle Edition,Published December 5th 2017 by Houghton Mifflin Harcourt,Food and Drink,Melissa Urban
7916,"The Food52 Cookbook, Volume 2: Seasonal Recipes from Our Kitchens to Yours",3.99,343,19,,English,304 pages,ebook,Published December 18th 2012 by William Morrow Cookbooks (first published December 20th 2011),Food and Drink,Amanda Hesser
7917,"The Unofficial Hunger Games Cookbook: From Lamb Stew to ""Groosling"" - More than 150 Recipes Inspired by The Hunger Games Trilogy",4.10,1072,89,,English,256 pages,Hardcover,Published December 1st 2011 by Adams Media (first published November 1st 2011),Food and Drink,Emily Ansara Baines
7918,La Tartine Gourmande: Gluten-Free Recipes for an Inspired Life,4.19,634,39,,English,320 pages,Hardcover,Published February 7th 2012 by Roost Books,Food and Drink,Béatrice Peltre
7919,"Ancient Grains for Modern Meals: Mediterranean Whole Grain Recipes for Barley, Farro, Kamut, Polenta, Wheat Berries & More",3.98,446,29,,English,240 pages,Hardcover,Published April 26th 2011 by Ten Speed Press (first published January 1st 2011),Food and Drink,Maria Speck
7920,The Unofficial Harry Potter Cookbook Presents: 10 Summertime Treats,3.78,1761,66,,English,256 pages,Kindle Edition,Published July 11th 2011 by Adams Media,Food and Drink,Dinah Bucholz
7921,The Engine 2 Diet: The Texas Firefighter's 28-Day Save-Your-Life Plan that Lowers Cholesterol and Burns Away the Pounds,4.04,4553,310,,,288 pages,Hardcover,Published February 25th 2009 by Grand Central Life Style (first published 2009),Health,Rip Esselstyn
7922,"The Gluten-Free Almond Flour Cookbook: Breakfasts, Entrées, and More",4.16,1005,56,,English,144 pages,Paperback,Published July 28th 2009 by Celestial Arts,Food and Drink,Elana Amsterdam
7923,Miss Dahl's Voluptuous Delights,3.86,1735,81,,,288 pages,Hardcover,Published September 1st 2008 by HarperCollins Publishers Ltd,Food and Drink,Sophie Dahl
7924,Pure Dessert,4.14,244,14,,English,262 pages,Hardcover,Published September 5th 2007 by Artisan,Food and Drink,Alice Medrich
7925,The Taste of Home Baking Book,4.43,2690,28,,English,544 pages,Hardcover,Published September 11th 2007 by Readers Digest,Food and Drink,Janet Briggs
7926,The Jane Austen Cookbook,3.93,336,40,,English,128 pages,Paperback,Published May 10th 2002 by McClelland & Stewart (first published 1995),Food and Drink,Maggie Black
7927,Pretend Soup and Other Real Recipes: A Cookbook for Preschoolers and Up,4.23,495,51,,English,96 pages,Hardcover,Published April 1st 1994 by Tricycle Press,Food and Drink,Mollie Katzen
7928,Lidia's Family Table,4.24,559,25,,English,448 pages,Hardcover,Published November 23rd 2004 by Knopf Publishing Group,Food and Drink,Lidia Matticchio Bastianich
7929,A Year in a Vegetarian Kitchen: Easy Seasonal Dishes for Family and Friends,4.05,710,32,,English,480 pages,Hardcover,Published May 21st 2004 by Mariner Books,Food and Drink,Jack Bishop
7930,"My Korea: Traditional Flavors, Modern Recipes",4.15,96,13,,English,352 pages,Hardcover,Published April 7th 2020 by W. W. Norton Company,Food and Drink,Hooni Kim
7931,King Solomon's Table: A Culinary Exploration of Jewish Cooking from Around the World: A Cookbook,4.05,175,31,,English,416 pages,Hardcover,Published April 4th 2017 by Knopf Publishing Group,Food and Drink,Joan Nathan
7932,Everything I Want to Eat: The New California Comfort Food from L.A.'s Sqirl,3.68,269,38,,English,280 pages,Hardcover,Published October 4th 2016 by Abrams Books,Food and Drink,Jessica Koslow
7933,Lucky Peach Presents Power Vegetables!: Turbocharged Recipes for Vegetables with Guts,4.04,248,26,,English,272 pages,Kindle Edition,Published October 18th 2016 by Clarkson Potter,Food and Drink,Peter Meehan
7934,"Flavor Flours: A New Way to Bake with Teff, Buckwheat, Sorghum, Other Whole & Ancient Grains, Nuts & Non-Wheat Flours",4.29,259,32,1.0,English,368 pages,Hardcover,Published October 28th 2014 by Artisan,Food and Drink,Alice Medrich
