,title,rating,num_ratings,num_reviews,num_awards,language,num_page,cover_type,published_year,genre,author
1016,Leonardo da Vinci,4.19,92951,5291,2.0,English,600 pages,Hardcover,Published October 17th 2017 by Simon & Schuster,Biography,Walter Isaacson
1017,Benjamin Franklin: An American Life,4.03,132888,2560,,English,586 pages,Paperback,Published June 2004 by Simon & Schuster (first published July 1st 2003),Biography,Walter Isaacson
1018,"""Surely You're Joking, Mr. Feynman!"": Adventures of a Curious Character",4.27,188193,7209,,,400 pages,Paperback,Published February 6th 2018 by W. W. Norton Company (first published 1985),Science,Richard P. Feynman
1019,Night,4.36,1149165,34349,,English,115 pages,Paperback,Published January 16th 2006 by Hill & Wang (first published 1956),Nonfiction,Elie Wiesel
1020,When Breath Becomes Air,4.39,570965,43537,6.0,English,208 pages,Kindle Edition,Published January 12th 2016 by Random House,Nonfiction,Paul Kalanithi
1021,Shoe Dog: A Memoir by the Creator of Nike,4.47,243332,15204,1.0,English,400 pages,Hardcover,Published April 26th 2016 by Scribner (first published April 24th 2016),Business,Phil Knight
1022,I Know Why the Caged Bird Sings,4.28,492603,14356,1.0,English,289 pages,Paperback,Published November 1993 by Bantam Books (first published 1969),Nonfiction,Maya Angelou
1023,Team of Rivals: The Political Genius of Abraham Lincoln,4.27,177859,7843,4.0,English,916 pages,Paperback,Published September 26th 2006 by Simon & Schuster (first published October 25th 2005),History,Doris Kearns Goodwin
1024,A Promised Land,4.35,192600,18288,3.0,English,768 pages,Kindle Edition,Published November 17th 2020 by Crown,Nonfiction,Barack Obama
1025,The Glass Castle,4.30,1094419,57632,2.0,English,288 pages,Paperback,Published January 17th 2006 by Scribner (first published March 1st 2005),Nonfiction,Jeannette Walls
1026,Washington: A Life,4.13,67801,2856,1.0,English,904 pages,Hardcover,Published October 5th 2010 by Penguin Press (first published January 5th 2010),Biography,Ron Chernow
1027,Cleopatra: A Life,3.72,112962,5605,2.0,English,369 pages,Hardcover,"Published November 1st 2010 by Little, Brown and Company",History,Stacy Schiff
1028,Yes Please,3.84,495446,27076,4.0,English,329 pages,Hardcover,Published October 28th 2014 by Dey St.,Nonfiction,Amy Poehler
1029,The Autobiography of Benjamin Franklin,3.85,80461,3497,,English,143 pages,Paperback,Published January 6th 2004 by Touchstone (first published 1791),Biography,Benjamin Franklin
1030,"Bonhoeffer: Pastor, Martyr, Prophet, Spy",4.21,69548,4359,3.0,English,608 pages,Hardcover,Published April 18th 2010 by Thomas Nelson,Biography,Eric Metaxas
1031,Catherine the Great: Portrait of a Woman,3.93,102119,4366,3.0,English,654 pages,Hardcover,"Published November 8th 2011 by Random House, Inc. (NY)",History,Robert K. Massie
1032,The Rise of Theodore Roosevelt,4.21,52311,2050,2.0,English,816 pages,Paperback,Published November 20th 2001 by The Modern Library (first published March 30th 1979),Biography,Edmund Morris
1033,Angela's Ashes,4.14,602346,13396,6.0,English,452 pages,Paperback,Published October 3rd 2005 by Harper Perennial (first published September 5th 1996),Nonfiction,Frank McCourt
1034,Long Walk to Freedom,4.34,81143,4532,1.0,English,656 pages,Paperback,Published October 1st 1995 by Back Bay Books (first published 1994),Biography,Nelson Mandela
1035,The Hiding Place: The Triumphant True Story of Corrie Ten Boom,4.45,300387,12296,,English,242 pages,Paperback,Published October 1st 1984 by Bantam (first published January 1st 1971),Nonfiction,Corrie ten Boom
1036,"Titan: The Life of John D. Rockefeller, Sr.",4.16,28210,1514,1.0,English,832 pages,Paperback,Published March 30th 2004 by Vintage (first published May 5th 1998),Biography,Ron Chernow
1037,Wild: From Lost to Found on the Pacific Crest Trail,4.04,733420,44250,4.0,English,315 pages,Hardcover,Published March 20th 2012 by Knopf,Nonfiction,Cheryl Strayed
1038,Dreams from My Father: A Story of Race and Inheritance,3.92,218728,8450,2.0,English,453 pages,Paperback,Published 2004 by New York: Three Rivers Press (first published July 1995),Nonfiction,Barack Obama
1039,The Wright Brothers,4.15,87246,6743,2.0,English,320 pages,Hardcover,Published May 5th 2015 by Simon & Schuster (first published March 20th 2015),History,David McCullough
1040,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,3.88,386413,32677,5.0,English,264 pages,Hardcover,Published June 28th 2016 by Harper,Nonfiction,J.D. Vance
1041,Man's Search for Meaning,4.37,600823,32905,,English,165 pages,Paperback,Published June 1st 2006 by Beacon Press (first published 1946),Nonfiction,Viktor E. Frankl
1042,Grant,4.47,32437,3701,7.0,English,1074 pages,Hardcover,Published October 10th 2017 by Penguin Press,History,Ron Chernow
1043,Narrative of the Life of Frederick Douglass,4.09,114117,5939,,English,158 pages,Paperback,Published September 1st 2004 by Ingram (first published 1845),Nonfiction,Frederick Douglass
1044,Notorious RBG: The Life and Times of Ruth Bader Ginsburg,4.19,56600,6070,1.0,English,240 pages,Hardcover,Published October 27th 2015 by Dey Street Books,Nonfiction,Irin Carmon
1045,"Eat, Pray, Love",3.61,1660424,56567,1.0,English,368 pages,Paperback,Published February 1st 2007 by Riverhead Books (first published February 16th 2006),Nonfiction,Elizabeth Gilbert
1046,Tuesdays with Morrie,4.15,935267,34000,,English,210 pages,Paperback,Published 2000 by Warner (first published August 18th 1997),Nonfiction,Mitch Albom
1047,Thomas Jefferson: The Art of Power,4.02,37825,2198,3.0,English,802 pages,Kindle Edition,Published November 13th 2012 by Random House,Biography,Jon Meacham
1048,Kitchen Confidential: Adventures in the Culinary Underbelly,4.13,279783,15257,,English,312 pages,Paperback,Published January 9th 2007 by Ecco/Harper Perennial (first published 2000),Nonfiction,Anthony Bourdain
1049,Just Kids,4.19,237682,16015,6.0,English,304 pages,Hardcover,Published January 19th 2010 by Ecco,Nonfiction,Patti Smith
1050,Is Everyone Hanging Out Without Me? (And Other Concerns),3.87,475138,23658,1.0,English,222 pages,Hardcover,Published November 1st 2011 by Crown Archetype,Nonfiction,Mindy Kaling
1051,Theodore Rex,4.17,48021,1251,1.0,English,772 pages,Paperback,Published October 1st 2002 by Random House Trade Paperbacks (first published November 20th 2001),Biography,Edmund Morris
1052,A Beautiful Mind,4.13,130269,1604,4.0,English,461 pages,Paperback,Published February 4th 2002 by Faber Faber (first published June 12th 1998),Biography,Sylvia Nasar
1053,On Writing: A Memoir of the Craft,4.33,265566,21371,3.0,English,320 pages,Mass Market Paperback,Published July 2002 by Pocket Books (first published 2000),Nonfiction,Stephen King
1054,Greenlights,4.21,229165,26571,1.0,English,308 pages,Hardcover,Published October 20th 2020 by Crown Publishing Group (NY),Nonfiction,Matthew McConaughey
1055,The Story of My Life,4.08,143792,3013,,English,240 pages,Paperback,Published May 1st 1990 by Bantam Classics (first published 1902),Nonfiction,Helen Keller
1056,"The Professor and the Madman: A Tale of Murder, Insanity and the Making of the Oxford English Dictionary",3.84,112465,6787,2.0,English,242 pages,Paperback,Published 2005 by Harper Perennial (first published September 28th 1998),Nonfiction,Simon Winchester
1057,American Lion: Andrew Jackson in the White House,3.84,51094,1953,1.0,English,483 pages,Hardcover,Published November 11th 2008 by Random House,History,Jon Meacham
1058,Gandhi: An Autobiography,4.10,66368,2318,,English,528 pages,Paperback,Published November 1st 1993 by Beacon Press (first published 1927),Biography,Mahatma Gandhi
1059,Born Standing Up: A Comic's Life,3.87,95486,5898,1.0,English,207 pages,Hardcover,Published February 29th 2008 by Scribner Book Company (first published November 20th 2007),Nonfiction,Steve Martin
1060,Open,4.29,106853,7993,,English,388 pages,Hardcover,Published November 9th 2009 by Knopf,Biography,Andre Agassi
1061,The Last Lecture,4.26,331287,18655,1.0,English,217 pages,Kindle Edition,Published April 11th 2008 by Hachette Books (first published April 8th 2008),Nonfiction,Randy Pausch
1062,The Princess Diarist,3.69,78436,9401,2.0,English,257 pages,Hardcover,Published October 18th 2016 by Blue Rider Press,Nonfiction,Carrie Fisher
1063,Napoleon: A Life,4.17,18354,1286,4.0,English,976 pages,Hardcover,Published November 4th 2014 by Viking (first published October 2nd 2014),History,Andrew Roberts
1064,The Good Neighbor: The Life and Work of Fred Rogers,3.97,23781,3867,1.0,English,416 pages,Hardcover,Published September 4th 2018 by Harry N. Abrams,Biography,Maxwell King
1065,"Destiny of the Republic: A Tale of Madness, Medicine and the Murder of a President",4.18,69363,7192,3.0,English,339 pages,Hardcover,Published September 20th 2011 by Doubleday,History,Candice Millard
1066,Wild Swans: Three Daughters of China,4.27,106510,6776,2.0,English,562 pages,Paperback,Published August 12th 2003 by Simon & Schuster (first published 1991),Nonfiction,Jung Chang
1067,Too Much and Never Enough: How My Family Created the World's Most Dangerous Man,3.82,83878,11592,1.0,English,236 pages,Kindle Edition,Published July 14th 2020 by Simon & Schuster,Nonfiction,Mary L. Trump
1068,His Excellency: George Washington,3.94,40293,1358,,English,320 pages,Paperback,Published November 8th 2005 by Vintage (first published 2004),History,Joseph J. Ellis
1069,Wishful Drinking,3.81,79064,8167,1.0,English,163 pages,Hardcover,Published December 2nd 2008 by Simon & Schuster,Nonfiction,Carrie Fisher
1070,The Power Broker: Robert Moses and the Fall of New York,4.44,18776,2031,3.0,English,1246 pages,Paperback,Published July 12th 1975 by Vintage Books (first published September 16th 1974),History,Robert A. Caro
1071,"A Child Called ""It""",4.12,414357,17286,3.0,English,184 pages,Paperback,Published September 1st 1995 by Health Communications Inc (first published 1995),Nonfiction,Dave Pelzer
1072,The Snowball: Warren Buffett and the Business of Life,4.13,47900,1511,1.0,English,960 pages,Hardcover,Published September 29th 2008 by Bantam (first published 2008),Biography,Alice Schroeder
1073,The Everything Store: Jeff Bezos and the Age of Amazon,4.14,69123,3288,1.0,English,384 pages,Hardcover,"Published October 15th 2013 by Little, Brown and Company",Business,Brad Stone
1074,I'm Glad My Mom Died,4.58,323798,39387,1.0,English,320 pages,ebook,Published August 9th 2022 by Simon & Schuster,Nonfiction,Jennette McCurdy
1075,Life,3.88,90833,5057,1.0,English,564 pages,Hardcover,Published October 26th 2010 by Weidenfeld & Nicolson (first published October 10th 2010),Music,Keith Richards
1076,Shakespeare: The World as Stage,3.81,43474,3423,,English,199 pages,Paperback,Published November 1st 2007 by HarperCollinsPublishing (first published 2007),Nonfiction,Bill Bryson
1077,Between the World and Me,4.40,308396,28043,10.0,English,152 pages,Hardcover,Published July 14th 2015 by Spiegel & Grau,Nonfiction,Ta-Nehisi Coates
1078,The Audacity of Hope: Thoughts on Reclaiming the American Dream,3.81,159785,5700,1.0,English,375 pages,Hardcover,Published October 17th 2006 by Crown Publishers (first published 2006),Nonfiction,Barack Obama
1079,"Mornings on Horseback: The Story of an Extraordinary Family, a Vanished Way of Life, and the Unique Child Who Became Theodore Roosevelt",4.08,31353,1631,3.0,English,445 pages,Paperback,Published May 12th 1982 by Simon Schuster (first published 1981),History,David McCullough
1080,Into Thin Air: A Personal Account of the Mount Everest Disaster,4.22,466017,16631,4.0,English,368 pages,Paperback,Published October 19th 1999 by Anchor Books (first published May 1st 1997),Nonfiction,Jon Krakauer
1081,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,4.37,269757,24320,8.0,English,404 pages,Hardcover,Published June 4th 2013 by Viking,Nonfiction,Daniel James Brown
1082,Permanent Record,4.31,46737,4519,1.0,English,339 pages,Hardcover,Published September 17th 2019 by Metropolitan Books,Nonfiction,Edward Snowden
1083,Truman,4.14,84517,2656,5.0,English,1120 pages,Paperback,Published June 14th 1993 by Simon Schuster (first published June 15th 1992),Biography,David McCullough
1084,Lincoln,4.18,44872,669,4.0,English,714 pages,Paperback,Published November 5th 1996 by Simon Schuster (first published October 6th 1995),Biography,David Herbert Donald
1085,Hidden Figures,3.97,98018,9696,4.0,English,349 pages,Paperback,Published December 6th 2016 by William Morrow Paperbacks (first published September 6th 2016),Nonfiction,Margot Lee Shetterly
1086,Genius: The Life and Science of Richard Feynman,4.11,23069,526,2.0,English,531 pages,Paperback,Published November 2nd 1993 by Vintage (first published September 29th 1992),Biography,James Gleick
1087,Assuming Names: A Con Artist's Masquerade,3.66,25800,305,,English,280 pages,ebook,Published March 2014 by Thompson Books,Mystery,Tanya Thompson
1088,Marie Antoinette: The Journey,3.92,36058,1313,1.0,English,512 pages,Paperback,Published September 12th 2006 by Anchor Books (first published 2001),History,Antonia Fraser
1089,"The Black Count: Glory, Revolution, Betrayal, and the Real Count of Monte Cristo",3.99,18345,2377,7.0,English,414 pages,Hardcover,Published September 18th 2012 by Crown,History,Tom Reiss
1090,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,4.01,125008,8404,,English,528 pages,Paperback,Published January 3rd 2012 by HarperCollins,Nonfiction,Chris Kyle
1091,The Path to Power,4.36,22340,1224,2.0,English,882 pages,Paperback,Published February 17th 1990 by Vintage (first published November 21st 1982),Biography,Robert A. Caro
1092,Twelve Years a Slave,4.21,110798,7575,,English,363 pages,ebook,Published August 8th 2013 by Eakin Films & Publishing (first published February 5th 1853),Nonfiction,Solomon Northup
1093,Persepolis: The Story of a Childhood,4.26,191658,10855,3.0,English,153 pages,Paperback,Published June 1st 2004 by Pantheon (first published April 29th 2003),Sequential Art,Marjane Satrapi
1094,You're Never Weird on the Internet (Almost),4.07,49007,5779,1.0,English,272 pages,Hardcover,Published August 11th 2015 by Gallery Books,Nonfiction,Felicia Day
1095,Genghis Khan and the Making of the Modern World,4.04,67135,3499,1.0,English,352 pages,Kindle Edition,Published March 22nd 2005 by Broadway Books (first published March 16th 2004),History,Jack Weatherford
1096,Nicholas and Alexandra,4.21,27926,1418,,English,640 pages,Paperback,Published February 1st 2000 by Random House Trade Paperbacks (first published June 30th 1967),History,Robert K. Massie
1097,Running with Scissors,3.75,378916,13293,,English,304 pages,Paperback,Published June 1st 2003 by Picador USA (first published July 10th 2002),Autobiography,Augusten Burroughs
1098,American Prometheus: The Triumph and Tragedy of J. Robert Oppenheimer,4.09,16348,986,4.0,English,725 pages,Paperback,Published December 18th 2007 by Vintage Books (first published April 5th 2005),Biography,Kai Bird
1099,The Ride of a Lifetime: Lessons Learned from 15 Years as CEO of the Walt Disney Company,4.42,67912,5325,,English,272 pages,Hardcover,Published September 23rd 2019 by Random House,Business,Robert Iger
1100,Peter the Great: His Life and World,4.13,20731,911,2.0,English,909 pages,Paperback,Published April 19th 2001 by W&N (first published 1980),History,Robert K. Massie
1101,"The Last Lion: Winston Spencer Churchill: Visions of Glory, 1874-1932",4.32,14673,659,,English,992 pages,Paperback,Published April 1st 1984 by Delta (first published January 1st 1983),Biography,William Manchester
1102,Can't Hurt Me: Master Your Mind and Defy the Odds,4.36,155059,10072,,English,366 pages,Kindle Edition,Published December 4th 2018 by Lioncrest Publishing (first published November 15th 2018),Nonfiction,David Goggins
1103,The River of Doubt: Theodore Roosevelt's Darkest Journey,4.17,61579,4938,1.0,English,416 pages,Paperback,Published October 10th 2006 by Anchor Books (first published October 18th 2005),History,Candice Millard
1104,Infidel,4.18,88187,6806,2.0,English,353 pages,Hardcover,Published February 1st 2007 by Free Press (first published 2006),Nonfiction,Ayaan Hirsi Ali
1105,Let's Pretend This Never Happened: A Mostly True Memoir,3.90,185016,19226,2.0,English,318 pages,Hardcover,Published April 17th 2012 by Amy Einhorn: Putnam,Nonfiction,Jenny Lawson
1106,Alan Turing: The Enigma,3.74,10407,971,,English,608 pages,Paperback,Published March 1st 2000 by Walker Books (first published November 1st 1983),Biography,Andrew Hodges
1107,An Astronaut's Guide to Life on Earth,4.16,55430,4685,,English,295 pages,Hardcover,"Published October 29th 2013 by Little, Brown and Company",Nonfiction,Chris Hadfield
1108,The Stranger in the Woods: The Extraordinary Story of the Last True Hermit,3.89,66937,7582,,,224 pages,Audio CD,Published March 7th 2017 by Books on Tape,Nonfiction,Michael Finkel
1109,Surprised by Joy: The Shape of My Early Life,4.06,59622,2292,,English,185 pages,Paperback,Published (first published 1955),Christian,C.S. Lewis
1110,Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West,3.99,64749,5767,4.0,English,205 pages,Hardcover,Published March 29th 2012 by Viking,Nonfiction,Blaine Harden
1111,Talking as Fast as I Can: From Gilmore Girls to Gilmore Girls (and Everything in Between),3.95,117453,12926,1.0,English,224 pages,Kindle Edition,Published November 29th 2016 by Ballantine Books,Nonfiction,Lauren Graham
1112,The Invention of Nature: Alexander von Humboldt's New World,4.29,21951,2703,7.0,English,473 pages,Hardcover,Published September 15th 2015 by Knopf (first published September 2015),Nonfiction,Andrea Wulf
1113,Orange Is the New Black,3.72,195124,15011,,English,322 pages,Hardcover,Published April 6th 2010 by Spiegel & Grau,Nonfiction,Piper Kerman
1114,The Year of Magical Thinking,3.93,203711,16332,2.0,English,227 pages,Paperback,Published February 13th 2007 by Vintage (first published September 1st 2005),Nonfiction,Joan Didion
1115,The Complete Persepolis,4.39,163399,10681,,English,341 pages,Paperback,Published October 30th 2007 by Pantheon Books (first published 2003),Sequential Art,Marjane Satrapi
1116,Total Recall: My Unbelievably True Life Story,4.15,19514,1681,,English,656 pages,Hardcover,Published October 1st 2012 by Simon Schuster (first published 2012),Biography,Arnold Schwarzenegger
1117,Scrappy Little Nobody,3.86,90752,8944,1.0,English,275 pages,Hardcover,Published November 15th 2016 by Gallery Books,Nonfiction,Anna Kendrick
1118,"The Code Breaker: Jennifer Doudna, Gene Editing, and the Future of the Human Race",4.30,28084,3715,1.0,English,536 pages,Hardcover,Published March 9th 2021 by Simon Schuster,Science,Walter Isaacson
1119,The Complete Maus,4.56,192730,12014,2.0,English,296 pages,Paperback,Published October 2nd 2003 by Penguin Books (first published 1980),Sequential Art,Art Spiegelman
1120,A Long Way Gone: Memoirs of a Boy Soldier,4.15,180459,11593,4.0,English,229 pages,Hardcover,Published February 13th 2007 by Sarah Crichton Books,Nonfiction,Ishmael Beah
1121,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,3.66,340714,22376,5.0,English,349 pages,Paperback,Published January 30th 2007 by Penguin (first published March 2nd 2006),Nonfiction,Greg Mortenson
1122,"Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, a Man Who Would Cure the World",4.18,81479,5292,,English,333 pages,Paperback,Published August 31st 2004 by Random House Trade (first published 2003),Nonfiction,Tracy Kidder
1123,The Six Wives of Henry VIII,4.10,67690,1826,,English,643 pages,Paperback,Published 1992 by Grove Press,History,Alison Weir
1124,Maus I: A Survivor's Tale: My Father Bleeds History,4.37,304841,8654,4.0,English,159 pages,Hardcover,Published November 1st 1991 by Pantheon Books (first published August 12th 1986),Sequential Art,Art Spiegelman
1125,What I Talk About When I Talk About Running,3.87,145488,13976,,English,188 pages,Hardcover,Published July 29th 2008 by Knopf Publishing Group (first published October 15th 2007),Nonfiction,Haruki Murakami
1126,American Sphinx: The Character of Thomas Jefferson,3.93,27761,736,3.0,English,440 pages,Paperback,Published April 7th 1998 by Vintage (first published January 31st 1997),History,Joseph J. Ellis
1127,Fun Home: A Family Tragicomic,4.08,164160,11471,4.0,English,232 pages,Paperback,Published June 5th 2007 by Mariner Books (first published June 8th 2006),Sequential Art,Alison Bechdel
1128,Frederick Douglass: Prophet of Freedom,4.12,10449,1191,8.0,English,912 pages,Hardcover,Published October 16th 2018 by Simon & Schuster,History,David W. Blight
1129,"Losing My Virginity: How I've Survived, Had Fun, and Made a Fortune Doing Business My Way",3.99,54919,1424,,English,416 pages,Paperback,Published October 19th 1999 by Crown Business (first published 1998),Business,Richard Branson
1130,Prairie Fires: The American Dreams of Laura Ingalls Wilder,3.93,15673,2801,5.0,English,640 pages,Hardcover,Published November 21st 2017 by Metropolitan Books (first published November 14th 2017),Nonfiction,Caroline Fraser
1131,Seabiscuit: An American Legend,4.22,158377,4797,4.0,English,457 pages,Mass Market Paperback,Published July 1st 2003 by Ballantine Books (first published June 30th 1999),Nonfiction,Laura Hillenbrand
1132,Me Talk Pretty One Day,4.00,675622,19063,3.0,English,272 pages,Paperback,"Published 2001 by Little, Brown and Company (first published 2000)",Nonfiction,David Sedaris
1133,Brain on Fire: My Month of Madness,4.08,202021,14544,1.0,English,300 pages,ebook,Published December 2012 by Free Press (first published November 13th 2012),Nonfiction,Susannah Cahalan
1134,J.R.R. Tolkien: A Biography,4.00,14525,622,,English,288 pages,Paperback,Published June 6th 2000 by Mariner Books (first published 1977),Biography,Humphrey Carpenter
1135,All Creatures Great and Small,4.33,137706,6236,1.0,English,437 pages,Paperback,Published April 15th 1998 by St. Martin's Press (first published 1972),Nonfiction,James Herriot
1136,The Life of Elizabeth I,4.02,31718,779,,English,532 pages,Paperback,Published October 5th 1999 by Ballantine Books (first published September 1st 1998),History,Alison Weir
1137,As You Wish: Inconceivable Tales from the Making of The Princess Bride,4.14,62288,10134,1.0,English,259 pages,Hardcover,Published October 14th 2014 by Atria Books,Nonfiction,Cary Elwes
1138,"Galileo's Daughter: A Historical Memoir of Science, Faith and Love",3.74,28866,1706,2.0,English,420 pages,Paperback,Published November 1st 2000 by Penguin Books (NYC) (first published October 1st 1999),History,Dava Sobel
1139,Georgiana: Duchess of Devonshire,3.76,19499,1212,1.0,English,456 pages,Paperback,Published January 16th 2001 by Modern Library (first published 1998),History,Amanda Foreman
1140,Master of the Senate,4.38,21315,1015,5.0,English,1167 pages,Paperback,Published April 25th 2003 by Vintage (first published April 23rd 2002),Biography,Robert A. Caro
1141,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",4.29,100273,10839,1.0,,546 pages,Kindle Edition,Published February 25th 2020 by Crown,History,Erik Larson
1142,A Woman of No Importance: The Untold Story of the American Spy Who Helped Win World War II,4.14,38028,5268,4.0,English,352 pages,Hardcover,Published April 9th 2019 by Viking (first published March 28th 2019),Nonfiction,Sonia Purnell
1143,No One Here Gets Out Alive,3.93,42821,866,,English,384 pages,Paperback,Published April 14th 2006 by Grand Central Publishing (first published 1980),Music,Jerry Hopkins
1144,Born to Run,4.17,45035,5343,4.0,English,528 pages,Hardcover,Published September 27th 2016 by Simon Schuster,Nonfiction,Bruce Springsteen
1145,Confessions,3.94,58299,3147,,English,341 pages,Paperback,Published June 25th 1998 by Oxford University Press (first published 398),Philosophy,Augustine of Hippo
1146,Endurance: Shackleton's Incredible Voyage,4.42,112893,8316,1.0,English,282 pages,Hardcover,Published 1999 by Carroll & Graf Publishers (first published 1959),Nonfiction,Alfred Lansing
1147,Crying in H Mart,4.29,238847,28182,2.0,English,242 pages,Hardcover,Published April 20th 2021 by Knopf Publishing Group,Nonfiction,Michelle Zauner
1148,Elizabeth the Queen: The Life of a Modern Monarch,3.87,28001,1401,1.0,English,721 pages,Kindle Edition,Published January 10th 2012 by Random House,Biography,Sally Bedell Smith
1149,Empty Mansions: The Mysterious Life of Huguette Clark and the Spending of a Great American Fortune,3.79,35851,4030,1.0,English,456 pages,Hardcover,Published September 10th 2013 by Ballantine Books,Nonfiction,Bill Dedman
1150,Colonel Roosevelt,4.08,21044,687,,English,766 pages,Hardcover,Published November 23rd 2010 by Random House,Biography,Edmund Morris
1151,Why Not Me?,3.91,206458,11666,1.0,,240 pages,Paperback,Published September 27th 2016 by Three Rivers Press (first published September 15th 2015),Nonfiction,Mindy Kaling
1152,No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,4.19,43939,1620,2.0,English,633 pages,Paperback,Published October 1st 1995 by Simon & Schuster (first published September 1st 1994),History,Doris Kearns Goodwin
1153,"""What Do You Care What Other People Think?"": Further Adventures of a Curious Character",4.19,27550,1218,,,288 pages,Paperback,Published February 6th 2018 by W. W. Norton Company (first published 1988),Science,Richard P. Feynman
1154,Eleanor of Aquitaine: A Life,3.93,15751,717,,English,496 pages,Paperback,Published April 3rd 2001 by Ballantine Books (first published 1999),History,Alison Weir
1155,Jim Henson: The Biography,3.98,13846,1510,1.0,English,585 pages,Hardcover,Published September 24th 2013 by Ballantine Books,Biography,Brian Jay Jones
1156,This is Going to Hurt: Secret Diaries of a Junior Doctor,4.41,243351,17466,,English,285 pages,Kindle Edition,Published September 7th 2017 by Picador,Nonfiction,Adam Kay
1157,In Order to Live: A North Korean Girl's Journey to Freedom,4.48,65882,6467,,English,273 pages,Hardcover,Published September 29th 2015 by Penguin Press (first published September 25th 2015),Nonfiction,Yeonmi Park
1158,Decision Points,3.80,39750,2966,1.0,English,497 pages,Hardcover,Published November 9th 2010 by Crown (first published January 1st 2010),Biography,George W. Bush
1159,Boy: Tales of Childhood,4.07,65354,3255,,English,176 pages,Paperback,Published April 5th 2001 by Puffin Books (first published 1984),Nonfiction,Roald Dahl
1160,Up from Slavery,4.09,31340,1989,,English,256 pages,Paperback,Published January 1st 2000 by Signet Classics (first published 1901),History,Booker T. Washington
1161,Furiously Happy: A Funny Book About Horrible Things,3.90,154273,15396,2.0,English,329 pages,Hardcover,Published September 22nd 2015 by Flatiron Books,Nonfiction,Jenny Lawson
1162,Me,4.33,54999,6324,1.0,English,374 pages,Hardcover,Published October 15th 2019 by Henry Holt & Company,Nonfiction,Elton John
1163,"The Innovators: How a Group of Hackers, Geniuses and Geeks Created the Digital Revolution",4.10,34912,2479,4.0,English,542 pages,Hardcover,Published October 7th 2014 by Simon and Schuster,Nonfiction,Walter Isaacson
1164,The Color of Water: A Black Man's Tribute to His White Mother,4.11,116488,6381,2.0,English,291 pages,Paperback,Published January 14th 2004 by Riverhead Books (first published 1995),Nonfiction,James McBride
1165,Robin,4.10,15001,1922,1.0,English,544 pages,Kindle Edition,Published May 15th 2018 by Henry Holt and Co.,Biography,Dave Itzkoff
1166,Scar Tissue,4.11,81496,3427,,English,465 pages,Paperback,Published September 26th 2022 by Hachette Books (first published 2004),Music,Anthony Kiedis
1167,Stories I Only Tell My Friends,3.84,73530,6208,1.0,English,320 pages,Hardcover,Published April 26th 2011 by Henry Holt and Co. (first published April 15th 2011),Nonfiction,Rob Lowe
1168,Marley and Me: Life and Love With the World's Worst Dog,4.14,462445,14665,1.0,English,291 pages,Hardcover,Published October 18th 2005 by William Morrow; 1ST edition (first published October 2005),Nonfiction,John Grogan
1169,The Storyteller: Tales of Life and Music,4.49,81979,10161,,English,384 pages,Hardcover,Published October 5th 2021 by Dey Street Books,Nonfiction,Dave Grohl
1170,Che Guevara: A Revolutionary Life,4.11,22018,812,1.0,English,814 pages,Paperback,Published March 9th 1998 by Grove Press (NYC) (first published May 1st 1997),Biography,Jon Lee Anderson
1171,The Romanov Sisters: The Lost Lives of the Daughters of Nicholas and Alexandra,3.86,21638,2140,2.0,English,492 pages,Hardcover,Published June 3rd 2014 by St. Martin's Press,Nonfiction,Helen Rappaport
1172,"Girl, Interrupted",3.92,218191,7586,,English,169 pages,Paperback,Published April 19th 1994 by Vintage (first published 1993),Nonfiction,Susanna Kaysen
1173,My Life,3.73,47708,1238,2.0,English,969 pages,Paperback,Published May 31st 2005 by Vintage (first published 2004),Biography,Bill Clinton
1174,A Moveable Feast,4.03,139119,9785,,English,192 pages,Paperback,Published September 6th 2012 by Vintage (first published 1964),Classics,Ernest Hemingway
1175,The Fry Chronicles,3.84,21665,1203,1.0,English,438 pages,Hardcover,Published 2010 by Penguin Books,Nonfiction,Stephen Fry
1176,The Passage of Power,4.35,17279,1251,7.0,English,712 pages,Hardcover,Published May 1st 2012 by Knopf (first published January 2012),Biography,Robert A. Caro
1177,Reading Lolita in Tehran: A Memoir in Books,3.64,130000,8459,2.0,English,356 pages,Paperback,Published December 30th 2003 by Random House Trade Paperbacks (first published 2003),Nonfiction,Azar Nafisi
1178,Frida: A Biography of Frida Kahlo,4.00,60638,700,,English,528 pages,Paperback,Published October 1st 2002 by Harper Perennial (first published 1983),Biography,Hayden Herrera
1179,Victoria The Queen: An Intimate Biography of the Woman Who Ruled an Empire,4.09,10480,1093,3.0,English,696 pages,Hardcover,Published November 22nd 2016 by Random House,History,Julia Baird
1180,"The Autobiography of Martin Luther King, Jr.",4.32,21255,868,1.0,English,400 pages,Paperback,Published January 1st 2001 by Grand Central Publishing (first published August 1986),Biography,Martin Luther King Jr.
