,title,rating,num_ratings,num_reviews,num_awards,language,num_page,cover_type,published_year,genre,author
2988,The Management Myth: Why the Experts Keep Getting it Wrong,3.96,890,123,,English,343 pages,Hardcover,Published August 10th 2009 by W. W. Norton & Company,Business,Matthew Stewart
2989,Mastering the VC Game: A Venture Capital Insider Reveals How to Get from Start-up to IPO on Your Terms,3.91,1440,85,,English,256 pages,Capa dura,Published May 4th 2010 by Portfolio (first published April 29th 2010),Business,Jeffrey Bussgang
2990,The ABC's of Real Estate Investing: The Secrets of Finding Hidden Profits Most Investors Miss,4.10,5975,158,,English,193 pages,Paperback,Published September 1st 2004 by Business Plus,Business,Ken McElroy
2991,Fortune's Formula: The Untold Story of the Scientific Betting System That Beat the Casinos and Wall Street,4.19,3849,239,,,400 pages,Paperback,Published September 19th 2006 by Hill and Wang,Economics,William Poundstone
2992,Organizational Culture and Leadership,4.08,1859,63,,English,437 pages,Paperback,Published September 1st 2004 by Jossey-Bass (first published March 19th 1985),Leadership,Edgar H. Schein
2993,"Hey, Whipple, Squeeze This: A Guide to Creating Great Ads",4.22,4374,238,,English,304 pages,Paperback,Published April 15th 2003 by Wiley (first published 1998),Business,Luke Sullivan
2994,The 17 Indisputable Laws of Teamwork: Embrace Them and Empower Your Team,4.18,3875,167,,English,288 pages,Hardcover,Published July 29th 2001 by HarperCollins Leadership (first published 2001),Leadership,John C. Maxwell
2995,The Alchemy of Finance,3.74,3721,243,,English,416 pages,Paperback,Published June 15th 2015 by Wiley (first published 1987),Economics,George Soros
2996,The Medici Effect: What Elephants and Epidemics Can Teach Us about Innovation,3.92,2328,187,,English,224 pages,Paperback,Published October 1st 2006 by Harvard Business Review Press (first published December 1st 2004),Business,Frans Johansson
2997,The Fifth Discipline Fieldbook: Strategies and Tools for Building a Learning Organization,4.13,1957,46,,,593 pages,Paperback,Published June 20th 1994 by Crown Business,Business,Peter M. Senge
2998,Go-Givers Sell More,4.30,2689,147,,English,208 pages,Hardcover,Published February 18th 2010 by Portfolio (first published 2010),Business,Bob Burg
2999,Charlotte's Web,4.19,1697892,21671,5.0,English,184 pages,Paperback,Published October 1st 2001 by HarperCollinsPublishers (first published October 15th 1952),Classics,E.B. White
3000,Where the Wild Things Are,4.23,950949,13235,3.0,English,38 pages,Paperback,Published 2000 by Red Fox (first published April 9th 1963),Childrens,Maurice Sendak
3001,The Giving Tree,4.37,1053800,20740,,English,64 pages,Hardcover,Published October 7th 1964 by HarperCollins Publishers (first published 1964),Childrens,Shel Silverstein
3002,Harry Potter and the Philosopher’s Stone,4.47,9081188,143097,28.0,English,223 pages,Paperback,Published June 30th 1997 by Bloomsbury Publishing (first published June 26th 1997),Fantasy,J.K. Rowling
3003,Green Eggs and Ham,4.30,725522,10766,,English,64 pages,Hardcover,Published 1988 by Random House Books for Young Readers (first published June 1960),Childrens,Dr. Seuss
3004,"The Lion, the Witch and the Wardrobe",4.23,2575034,28743,3.0,English,206 pages,Paperback,Published 2005 by HarperCollins Publishers (first published October 16th 1950),Fantasy,C.S. Lewis
3005,Where the Sidewalk Ends,4.32,1322004,11927,3.0,English,176 pages,Hardcover,Published November 2002 by Harpercollins Childrens Books (first published 1974),Poetry,Shel Silverstein
3006,Matilda,4.33,851703,21010,15.0,English,240 pages,Paperback,Published June 1st 1998 by Puffin Books (first published October 1st 1988),Childrens,Roald Dahl
3007,Charlie and the Chocolate Factory,4.15,791884,14641,2.0,English,176 pages,Paperback,Published June 2nd 2005 by Puffin Books (first published January 17th 1964),Childrens,Roald Dahl
3008,Harry Potter and the Chamber of Secrets,4.43,3508841,69060,7.0,English,341 pages,Hardcover,Published June 2nd 1999 by Arthur A. Levine Books (first published July 2nd 1998),Fantasy,J.K. Rowling
3009,The Secret Garden,4.15,1077430,24821,1.0,English,331 pages,Hardcover,Published September 1st 1998 by Children's Classics (first published August 1911),Classics,Frances Hodgson Burnett
3010,Harry Potter and the Prisoner of Azkaban,4.58,3708575,72764,13.0,English,435 pages,Mass Market Paperback,Published May 1st 2004 by Scholastic Inc. (first published July 8th 1999),Fiction,J.K. Rowling
3011,The Little Prince,4.32,1868520,57265,1.0,English,96 pages,Paperback,"Published June 29th 2000 by Harcourt, Inc. (first published April 6th 1943)",Classics,Antoine de Saint-Exupéry
3012,The Cat in the Hat,4.18,508260,6701,1.0,English,61 pages,Hardcover,Published 1985 by Random House Books for Young Readers (first published March 12th 1957),Childrens,Dr. Seuss
3013,Harry Potter and the Goblet of Fire,4.56,3316047,60225,9.0,English,734 pages,Paperback,Published September 28th 2002 by Scholastic (first published July 8th 2000),Fantasy,J.K. Rowling
3014,The Very Hungry Caterpillar,4.31,473210,9538,1.0,English,26 pages,Board book,Published 1994 by Puffin Books (first published June 3rd 1969),Childrens,Eric Carle
3015,A Wrinkle in Time,3.99,1141535,37278,4.0,English,218 pages,Paperback,Published November 7th 2017 by Square Fish (first published 1962),Fantasy,Madeleine L'Engle
3016,Goodnight Moon,4.30,354387,6737,,English,32 pages,Hardcover,Published January 23rd 2007 by HarperCollins (first published September 3rd 1947),Childrens,Margaret Wise Brown
3017,James and the Giant Peach,4.02,444339,8254,,English,146 pages,Hardcover,Published September 10th 2002 by Alfred A. Knopf (first published November 1961),Childrens,Roald Dahl
3018,Harry Potter and the Order of the Phoenix,4.50,3085516,55209,9.0,English,912 pages,Paperback,Published September 2004 by Scholastic Inc. (first published June 21st 2003),Fantasy,J.K. Rowling
3019,Harry Potter and the Half-Blood Prince,4.58,2988945,50442,3.0,English,652 pages,Paperback,Published September 16th 2006 by Scholastic Inc. (first published July 16th 2005),Fantasy,J.K. Rowling
3020,Harry Potter and the Deathly Hallows,4.62,3404541,77765,8.0,English,759 pages,Hardcover,Published July 21st 2007 by Arthur A. Levine Books,Fantasy,J.K. Rowling
3021,"Oh, the Places You'll Go!",4.36,382916,6025,,English,44 pages,Hardcover,Published January 22nd 1990 by Random House Books for Young Readers,Childrens,Dr. Seuss
3022,The BFG,4.22,450025,11680,5.0,English,199 pages,Paperback,Published 2001 by Puffin Books (first published November 1st 1982),Fantasy,Roald Dahl
3023,Winnie-the-Pooh,4.35,309911,6206,,English,161 pages,Hardcover,Published October 1st 2001 by Dutton Juvenile (first published October 14th 1926),Classics,A.A. Milne
3024,Anne of Green Gables,4.30,899553,33051,,English,320 pages,Paperback,Published May 6th 2003 by Signet Book (first published January 1st 1908),Classics,L.M. Montgomery
3025,How the Grinch Stole Christmas!,4.37,388606,4189,,English,64 pages,Hardcover,Published October 4th 2004 by Harper Collins Children's Books (first published October 12th 1957),Childrens,Dr. Seuss
3026,The Velveteen Rabbit,4.29,248749,4407,1.0,English,40 pages,Paperback,Published April 1st 1987 by Avon (first published 1922),Classics,Margery Williams Bianco
3027,The Lorax,4.34,325882,4737,1.0,English,72 pages,Hardcover,Published February 24th 1998 by Random House Books for Young Readers (first published 1971),Childrens,Dr. Seuss
3028,The Wonderful Wizard of Oz,3.99,426488,15604,1.0,English,154 pages,Paperback,Published 1995 by Penguin (first published May 17th 1900),Classics,L. Frank Baum
3029,The Witches,4.17,372603,9534,3.0,English,208 pages,Paperback,Published 1997 by Scholastic Inc. (first published October 27th 1983),Fantasy,Roald Dahl
3030,The Bad Beginning,3.99,481820,20032,3.0,English,176 pages,Paperback,"Published September 30th 1999 by Scholastic, Inc. (first published August 25th 1999)",Fiction,Lemony Snicket
3031,The Magician's Nephew,4.05,496235,17941,,English,221 pages,Paperback,Published May 4th 2005 by HarperCollins Publishers (first published May 2nd 1955),Fantasy,C.S. Lewis
3032,Peter Pan,4.04,325448,14600,,English,176 pages,Hardcover,Published October 1st 2003 by Henry Holt and Co. (first published December 27th 1911),Classics,J.M. Barrie
3033,Little House in the Big Woods,4.20,256006,7061,1.0,English,198 pages,Paperback,Published January 1st 2007 by HarperTrophy (first published 1932),Classics,Laura Ingalls Wilder
3034,The Phantom Tollbooth,4.19,272745,12238,,English,248 pages,Paperback,Published 1996 by Random House Bullseye Books (first published 1961),Fantasy,Norton Juster
3035,Bridge to Terabithia,4.03,513716,14862,5.0,English,190 pages,Kindle Edition,Published October 6th 2009 by HarperCollins (first published October 21st 1977),Fiction,Katherine Paterson
3036,Alice's Adventures in Wonderland / Through the Looking-Glass,4.07,528366,13671,,English,239 pages,Paperback,Published December 1st 2000 by Penguin Group (USA) (first published December 27th 1871),Classics,Lewis Carroll
3037,The Tale of Peter Rabbit,4.21,235543,2511,1.0,English,72 pages,Hardcover,Published March 7th 2002 by Warne (first published December 16th 1901),Childrens,Beatrix Potter
3038,Holes,3.99,1123109,24150,22.0,English,233 pages,Paperback,Published September 2nd 2000 by Scholastic (first published August 20th 1998),Young Adult,Louis Sachar
3039,If You Give a Mouse a Cookie,4.28,283894,4605,1.0,English,40 pages,Hardcover,Published October 6th 2015 by HarperCollins (first published 1985),Childrens,Laura Joffe Numeroff
3040,A Light in the Attic,4.35,423781,3268,5.0,English,176 pages,Hardcover,Published October 7th 2002 by Harpercollins Childrens Books (first published October 7th 1981),Poetry,Shel Silverstein
3041,Little House on the Prairie,4.21,280723,5152,,English,335 pages,Paperback,Published 1994 by HarperTrophy (first published 1935),Classics,Laura Ingalls Wilder
3042,Love You Forever,4.37,227461,5795,,English,32 pages,Paperback,Published September 1st 1995 by Firefly Books (first published January 1st 1986),Childrens,Robert Munsch
3043,A Little Princess,4.21,294411,9033,,English,242 pages,Paperback,Published February 26th 2002 by Penguin Books (first published 1905),Classics,Frances Hodgson Burnett
3044,Corduroy,4.31,213828,3068,,English,32 pages,Hardcover,Published March 11th 1968 by Viking Books for Young Readers (first published 1968),Childrens,Don Freeman
3045,The Lightning Thief,4.29,2627707,82113,14.0,English,377 pages,Paperback,Published March 1st 2006 by Disney Hyperion Books (first published July 28th 2005),Fantasy,Rick Riordan
3046,The Voyage of the Dawn Treader,4.09,442627,9281,,English,248 pages,Hardcover,Published September 1st 2006 by HarperCollins (first published September 15th 1952),Fantasy,C.S. Lewis
3047,Prince Caspian,3.98,405663,10015,,English,240 pages,Hardcover,Published June 20th 2005 by HarperCollins Publishers (first published October 15th 1951),Fantasy,C.S. Lewis
3048,Coraline,4.10,614609,30356,11.0,English,176 pages,Paperback,Published August 29th 2006 by William Morrow Paperbacks (first published July 2nd 2002),Fantasy,Neil Gaiman
3049,The Wind in the Willows,4.00,202614,7911,2.0,English,197 pages,Paperback,Published October 27th 2005 by Penguin Books (first published 1908),Classics,Kenneth Grahame
3050,"One Fish, Two Fish, Red Fish, Blue Fish",4.16,192514,3136,,,64 pages,Hardcover,Published October 6th 2003 by Harper Collins Children's Books (first published May 14th 1960),Childrens,Dr. Seuss
3051,The Giver,4.13,2235860,73807,22.0,English,208 pages,Paperback,Published January 24th 2006 by Ember (first published April 26th 1993),Young Adult,Lois Lowry
3052,Madeline,4.25,207492,2218,2.0,English,44 pages,Paperback,Published 1989 by London: Hippo (first published 1939),Childrens,Ludwig Bemelmans
3053,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,4.15,203782,8385,4.0,English,178 pages,Paperback,Published June 2nd 2003 by Walker Books Ltd (first published 1967),Fiction,E.L. Konigsburg
3054,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",4.23,181322,3046,4.0,English,32 pages,Paperback,Published July 15th 1987 by Atheneum Books for Young Readers (first published 1972),Childrens,Judith Viorst
3055,Pippi Longstocking,4.15,189093,4643,1.0,English,160 pages,Mass Market Paperback,Published April 21st 2005 by Puffin Books (first published 1945),Classics,Astrid Lindgren
3056,The Horse and His Boy,3.91,323344,10307,,English,224 pages,Paperback,Published 1995 by Scholastic Inc (first published September 6th 1954),Fantasy,C.S. Lewis
3057,Wonder,4.39,994384,72935,24.0,English,315 pages,Hardcover,Published February 14th 2012 by Alfred A. Knopf,Young Adult,R.J. Palacio
3058,"Brown Bear, Brown Bear, What Do You See?",4.25,172813,4173,,English,24 pages,Board book,Published September 15th 1996 by Henry Holt and Co. (first published 1967),Childrens,Bill Martin Jr.
3059,Are You My Mother?,4.20,234994,2668,,English,64 pages,Paperback,"Published 1962 by Random House, Inc. (first published June 12th 1960)",Childrens,P.D. Eastman
3060,The Golden Compass,4.01,1449203,26087,4.0,English,399 pages,Hardcover,Published April 16th 1996 by Alfred A. Knopf Books for Young Readers (first published July 1st 1995),Fantasy,Philip Pullman
3061,The Graveyard Book,4.15,504283,36935,18.0,English,312 pages,Hardcover,Published September 30th 2008 by HarperCollins,Fantasy,Neil Gaiman
3062,The Chronicles of Narnia,4.27,607810,11764,,English,767 pages,Paperback,Published 2014 by HarperCollins (first published 1956),Fantasy,C.S. Lewis
3063,The Tale of Despereaux,4.06,186905,11317,18.0,English,267 pages,Paperback,Published September 9th 2008 by Candlewick Press (first published August 25th 2003),Fantasy,Kate DiCamillo
3064,The Polar Express,4.31,232370,3961,6.0,English,32 pages,Hardcover,Published 2000 by Houghton Mifflin (first published October 28th 1985),Childrens,Chris Van Allsburg
3065,The Silver Chair,3.96,276282,7370,,English,243 pages,Paperback,Published January 2nd 2008 by HarperCollins (first published September 7th 1953),Fantasy,C.S. Lewis
3066,Island of the Blue Dolphins,3.86,319592,9389,6.0,English,194 pages,Kindle Edition,Published February 8th 2010 by HMH Books for Young Readers (first published September 9th 1960),Young Adult,Scott O'Dell
3067,The True Story of the 3 Little Pigs,4.31,186045,3817,2.0,English,32 pages,Paperback,Published March 1st 1996 by Puffin Books (first published October 1989),Childrens,Jon Scieszka
3068,Number the Stars,4.18,528077,15457,8.0,English,137 pages,Mass Market Paperback,Published February 9th 1998 by Laurel Leaf (first published April 24th 1989),Historical,Lois Lowry
3069,Where the Red Fern Grows,4.10,383747,12963,2.0,English,272 pages,Mass Market Paperback,Published May 9th 2000 by Yearling (first published 1961),Classics,Wilson Rawls
3070,The Last Battle,4.01,256485,8768,2.0,English,288 pages,Paperback,Published June 20th 2005 by HarperCollins Publishers (first published September 4th 1956),Fantasy,C.S. Lewis
3071,Heidi,4.01,190265,5322,,English,352 pages,Paperback,Published November 15th 2002 by Kingfisher (first published 1880),Classics,Johanna Spyri
3072,Fantastic Mr. Fox,4.07,124037,5324,2.0,English,96 pages,Hardcover,Published June 11th 2002 by Knopf Books for Young Readers (first published September 12th 1970),Childrens,Roald Dahl
3073,Horton Hears a Who!,4.20,105594,1673,,English,64 pages,Paperback,Published October 10th 1990 by Random House Books for Young Readers (first published 1954),Childrens,Dr. Seuss
3074,Harold and the Purple Crayon,4.27,138474,2341,,English,64 pages,Hardcover,Published 1996 by Bloomsbury (first published 1955),Childrens,Crockett Johnson
3075,The Reptile Room,4.00,211346,8120,,English,192 pages,Paperback,"Published September 30th 1999 by Scholastic, Inc. (first published August 26th 1999)",Fiction,Lemony Snicket
3076,Chicka Chicka Boom Boom,4.25,164781,5007,2.0,English,40 pages,Paperback,Published August 1st 2000 by Beach Lane Books (first published 1989),Childrens,Bill Martin Jr.
3077,Stuart Little,3.90,120976,3422,1.0,English,131 pages,Paperback,Published 2006 by HarperCollins (first published 1945),Childrens,E.B. White
3078,The Hobbit,4.28,3580005,61550,3.0,English,366 pages,Paperback,Published August 15th 2002 by Houghton Mifflin (first published September 21st 1937),Fantasy,J.R.R. Tolkien
3079,Mrs. Frisby and the Rats of NIMH,4.16,173280,4237,9.0,English,240 pages,Paperback,Published May 1st 2003 by Aladdin Paperbacks (first published 1971),Fantasy,Robert C. O'Brien
3080,Guess How Much I Love You,4.38,137451,2013,2.0,English,20 pages,Board book,Published January 27th 2005 by Candlewick (first published 1988),Childrens,Sam McBratney
3081,The Little Engine That Could,4.18,109575,1633,1.0,English,48 pages,Hardcover,Published July 11th 2006 by Platt & Munk (first published 1930),Childrens,Watty Piper
3082,Because of Winn-Dixie,4.08,240371,10421,22.0,English,182 pages,Paperback,Published August 6th 2001 by Candlewick Press (first published March 1st 2000),Fiction,Kate DiCamillo
3083,Mary Poppins,4.02,127724,6435,1.0,English,209 pages,Hardcover,Published June 1st 2006 by Clarion Books (first published 1934),Classics,P.L. Travers
3084,The Monster at the End of this Book,4.45,123352,3196,,English,32 pages,Hardcover,Published May 11th 2004 by Golden Books (first published 1971),Childrens,Jon Stone
3085,Cloudy With a Chance of Meatballs,4.18,137512,2376,1.0,English,32 pages,Paperback,Published April 1st 1982 by Atheneum Books for Young Readers (first published August 1st 1978),Childrens,Judi Barrett
3086,Ella Enchanted,4.00,404052,11487,8.0,English,232 pages,Paperback,Published September 1st 1998 by Scholastic Books (first published April 25th 1997),Fantasy,Gail Carson Levine
3087,,,,,,,,,,,
3088,The Tales of Beedle the Bard,4.05,465550,17525,1.0,English,105 pages,Hardcover,Published January 1st 2008 by Bloomsbury,Fantasy,J.K. Rowling
3089,Curious George,4.16,133770,1322,1.0,English,48 pages,Paperback,Published 1969 by Houghton Mifflin Co. (first published 1941),Childrens,H.A. Rey
3090,The Twits,3.97,136366,4521,2.0,English,96 pages,Paperback,Published June 24th 2004 by Puffin Books (first published 1980),Childrens,Roald Dahl
3091,Make Way for Ducklings,4.23,87716,1847,2.0,English,64 pages,Hardcover,Published September 10th 2001 by Viking Press (first published 1941),Childrens,Robert McCloskey
3092,The Wide Window,3.95,182367,6038,,English,214 pages,Hardcover,Published February 25th 2000 by HarperCollins Publishers (first published February 2nd 2000),Fiction,Lemony Snicket
3093,Black Beauty,3.98,265019,6125,,English,245 pages,Mass Market Paperback,Published March 1st 2003 by Scholastic Paperbacks (first published 1877),Classics,Anna Sewell
3094,Charlie and the Great Glass Elevator,3.68,104562,3462,1.0,,159 pages,Paperback,Published May 5th 2005 by Puffin Books (first published 1972),Childrens,Roald Dahl
3095,The Boxcar Children,4.12,129734,3823,,English,160 pages,Paperback,Published January 1st 1989 by Albert Whitman Company (first published February 6th 1924),Childrens,Gertrude Chandler Warner
3096,Alice's Adventures in Wonderland,4.00,345323,15182,,English,320 pages,Hardcover,Published by Pan Macmillan (first published 1865),Classics,Lewis Carroll
3097,Tuck Everlasting,3.89,259526,10927,6.0,English,148 pages,Paperback,Published November 1st 1985 by Farrar Straus Giroux (first published 1975),Fantasy,Natalie Babbitt
3098,The Invention of Hugo Cabret,4.22,177284,15845,11.0,English,534 pages,Hardcover,Published March 2007 by Scholastic Press,Historical,Brian Selznick
3099,The Rainbow Fish,4.20,142651,3283,2.0,English,32 pages,Hardcover,Published 1992 by North-South Books,Childrens,Marcus Pfister
3100,Little Women,4.13,2043550,42997,,English,449 pages,Paperback,Published April 6th 2004 by Signet Classics (first published 1868),Classics,Louisa May Alcott
3101,Don't Let the Pigeon Drive the Bus!,4.32,93746,4176,10.0,English,40 pages,Hardcover,Published July 5th 2004 by Walker Books Ltd (first published April 1st 2003),Childrens,Mo Willems
3102,The Borrowers,4.03,94671,2230,2.0,English,180 pages,Paperback,Published April 1st 2003 by Clarion Books (first published 1952),Fantasy,Mary Norton
3103,The Night Before Christmas,4.38,118539,2689,,English,32 pages,Hardcover,Published October 28th 1998 by G.P. Putnam's Sons (first published December 23rd 1823),Holiday,Clement Clarke Moore
3104,The Stinky Cheese Man and Other Fairly Stupid Tales,4.20,94169,2477,6.0,English,52 pages,Hardcover,Published October 1st 1992 by Viking Books for Young Readers,Childrens,Jon Scieszka
3105,On the Banks of Plum Creek,4.21,97828,2150,1.0,English,358 pages,Paperback,Published January 1st 2007 by HarperTrophy (first published 1937),Classics,Laura Ingalls Wilder
3106,The Sea of Monsters,4.24,1002458,37842,,English,279 pages,Hardcover,Published April 1st 2006 by Hyperion Books,Fantasy,Rick Riordan
3107,Amelia Bedelia,4.18,87833,1187,,English,64 pages,Paperback,Published December 26th 2012 by Greenwillow Books (first published 1963),Childrens,Peggy Parish
3108,Beezus and Ramona,4.02,99213,2403,,,160 pages,,Published June 8th 2000 by Oxford University Press (first published July 1st 1955),Childrens,Beverly Cleary
3109,The Miserable Mill,3.86,159676,4942,,English,194 pages,Paperback,"Published April 15th 2000 by Scholastic, Inc. (first published April 5th 2000)",Fiction,Lemony Snicket
3110,Frog and Toad Are Friends,4.23,89987,1835,4.0,English,64 pages,Paperback,Published February 18th 2003 by HarperCollins (first published August 26th 1970),Childrens,Arnold Lobel
3111,"Go, Dog. Go!",4.13,88170,1798,,English,64 pages,Hardcover,Published March 12th 1961 by Random House (first published 1961),Childrens,P.D. Eastman
3112,The Story of Ferdinand,4.36,90132,1979,1.0,English,72 pages,Hardcover,Published January 1st 1936 by Viking,Childrens,Munro Leaf
3113,The One and Only Ivan,4.27,170491,17179,10.0,English,307 pages,Hardcover,Published January 17th 2012 by HarperCollins,Childrens,Katherine Applegate
3114,The Mysterious Benedict Society,4.19,149910,12642,3.0,English,497 pages,Kindle Edition,"Published April 1st 2008 by Little, Brown Books for Young Readers (first published March 7th 2007)",Mystery,Trenton Lee Stewart
3115,Stellaluna,4.26,115158,1759,3.0,English,46 pages,Hardcover,Published April 28th 1993 by Harcourt Brace Jovanovich,Childrens,Janell Cannon
3116,Artemis Fowl,3.86,533643,13120,5.0,English,396 pages,Paperback,Published April 1st 2003 by Disney-Hyperion (first published April 26th 2001),Fantasy,Eoin Colfer
3117,The House at Pooh Corner,4.37,87189,1937,1.0,English,180 pages,Hardcover,Published October 31st 1988 by Dutton Books for Young Readers (first published January 1st 1928),Classics,A.A. Milne
3118,The Adventures of Tom Sawyer,3.92,878941,12368,1.0,English,244 pages,Paperback,Published February 28th 2006 by Penguin Classics (first published June 1876),Classics,Mark Twain
3119,Fox in Socks,4.09,61362,1632,,English,64 pages,Paperback,Published May 6th 2003 by Green Back Books / HarperCollins Children's Books (first published 1965),Childrens,Dr. Seuss
3120,The Mouse and the Motorcycle,3.95,82919,2383,4.0,English,186 pages,Paperback,Published January 26th 2014 by HarperCollins (first published 1965),Childrens,Beverly Cleary
3121,Hop On Pop,4.02,54726,1507,,English,64 pages,Paperback,Published May 6th 2003 by HarperCollins Publishers (first published 1963),Childrens,Dr. Seuss
3122,The Austere Academy,4.00,150921,4654,,English,221 pages,Hardcover,Published August 31st 2000 by HarperCollins US (first published August 8th 2000),Fiction,Lemony Snicket
3123,Harriet the Spy,3.95,98209,2782,2.0,English,300 pages,Mass Market Paperback,Published 2002 by Yearling (first published 1964),Fiction,Louise Fitzhugh
3124,Howl’s Moving Castle,4.29,293669,23369,2.0,English,329 pages,Mass Market Paperback,Published August 1st 2001 by Harper Trophy (first published April 1986),Fantasy,Diana Wynne Jones
3125,The Day the Crayons Quit,4.42,52223,5183,13.0,English,30 pages,Hardcover,Published June 27th 2013 by Philomel Books,Childrens,Drew Daywalt
3126,Blueberries for Sal,4.21,71449,1479,1.0,English,56 pages,Hardcover,Published September 17th 1948 by Viking Books for Young Readers,Childrens,Robert McCloskey
3127,Diary of a Wimpy Kid,3.98,629153,20244,6.0,English,226 pages,Hardcover,Published April 1st 2007 by Amulet Books,Fiction,Jeff Kinney
3128,"Sarah, Plain and Tall",3.81,82673,3165,6.0,English,64 pages,Paperback,Published 2001 by Houghton Mifflin (first published April 25th 1985),Historical,Patricia MacLachlan
3129,"Caps for Sale: A Tale of a Peddler, Some Monkeys and Their Monkey Business",4.16,91409,1640,1.0,English,48 pages,Paperback,Published September 1st 2015 by HarperCollins (first published 1940),Childrens,Esphyr Slobodkina
3130,Tales of a Fourth Grade Nothing,4.11,136637,3179,7.0,English,144 pages,Paperback,Published January 6th 2004 by Berkley (first published 1972),Childrens,Judy Blume
3131,Alice in Wonderland,4.03,385011,5457,2.0,English,92 pages,Hardcover,Published September 7th 2004 by Gramercy Books (first published 1865),Classics,Jane Carruth
3132,Inkheart,3.91,405982,13379,9.0,English,563 pages,Paperback,Published May 1st 2005 by Scholastic Paperbacks (first published September 23rd 2003),Fantasy,Cornelia Funke
3133,"Are You There God? It's Me, Margaret",3.91,203315,7663,4.0,English,149 pages,Hardcover,Published September 2001 by Richard Jackson/Athaneum Books for Young Readers (first published 1970),Young Adult,Judy Blume
3134,Hatchet,3.76,362329,16922,16.0,English,208 pages,Hardcover,Published April 1st 2000 by Atheneum Books for Young Readers: Richard Jackson Books (first published September 30th 1987),Young Adult,Gary Paulsen
3135,The Titan's Curse,4.36,908792,30313,1.0,English,320 pages,Paperback,Published May 5th 2007 by Puffin Books,Fantasy,Rick Riordan
3136,The Poky Little Puppy,4.12,80268,906,,English,24 pages,Hardcover,Published April 1st 2001 by Golden Books (first published 1942),Childrens,Janette Sebring Lowrey
3137,The Mitten,4.27,90098,1638,,English,32 pages,Hardcover,Published October 5th 1989 by G.P. Putnam's Sons,Childrens,Jan Brett
3138,George's Marvellous Medicine,4.03,86726,3316,1.0,English,120 pages,Hardcover,Published 2003 by Jonathan Cape (first published January 10th 1981),Childrens,Roald Dahl
3139,Falling Up,4.35,144349,1777,,English,178 pages,Hardcover,Published May 30th 1996 by HarperCollins Publishers (first published January 1st 1996),Poetry,Shel Silverstein
3140,The Westing Game,4.01,196910,13032,6.0,English,182 pages,Paperback,Published April 12th 2004 by Puffin (first published June 1st 1978),Mystery,Ellen Raskin
3141,The Indian in the Cupboard,3.92,102959,2564,5.0,English,192 pages,Paperback,Published 2003 by Collins (first published 1980),Fantasy,Lynne Reid Banks
3142,The Miraculous Journey of Edward Tulane,4.37,99539,11669,9.0,English,228 pages,Hardcover,Published February 14th 2006 by Candlewick Press,Fantasy,Kate DiCamillo
3143,Farmer Boy,4.08,64018,2748,,English,357 pages,Paperback,Published January 1st 2007 by HarperTrophy (first published 1933),Classics,Laura Ingalls Wilder
3144,"Fortunately, the Milk",4.06,59440,8808,3.0,English,113 pages,Hardcover,Published September 17th 2013 by HarperCollins,Fantasy,Neil Gaiman
3145,The Ersatz Elevator,4.05,138798,4082,,English,259 pages,Hardcover,Published February 20th 2001 by HarperCollins Publishers,Fiction,Lemony Snicket
3146,Sideways Stories from Wayside School,4.15,95393,3058,,English,144 pages,Paperback,Published January 19th 2004 by Bloomsbury Childrens Books (first published 1978),Childrens,Louis Sachar
3147,The Long Winter,4.16,83973,2244,2.0,English,422 pages,Paperback,Published January 1st 2007 by HarperTrophy (first published 1940),Historical,Laura Ingalls Wilder
3148,A Bear Called Paddington,4.23,80201,1801,,English,159 pages,Paperback,Published May 26th 2022 by HarperCollinsChildren’sBooks (first published October 13th 1958),Childrens,Michael Bond
3149,"Click, Clack, Moo: Cows That Type",4.27,89773,3223,8.0,English,32 pages,Hardcover,Published 2000 by Simon & Schuster Books for Young Readers (first published September 1st 1999),Childrens,Doreen Cronin
3150,Treasure Island,3.84,458022,14688,3.0,English,311 pages,Hardcover,Published September 15th 2001 by Kingfisher (first published November 14th 1883),Classics,Robert Louis Stevenson
3151,By the Shores of Silver Lake,4.17,74921,1569,3.0,English,357 pages,Paperback,Published January 2nd 2007 by HarperTrophy (first published October 1939),Classics,Laura Ingalls Wilder
3152,The Vile Village,3.97,134352,3454,,English,272 pages,Hardcover,Published April 24th 2001 by HarperCollins Publishers,Fiction,Lemony Snicket
3153,The Battle of the Labyrinth,4.41,949974,27562,,English,361 pages,Hardcover,Published March 6th 2008 by Hyperion Books for Children,Fantasy,Rick Riordan
3154,Strega Nona,4.25,87493,1378,1.0,English,44 pages,Hardcover,Published March 1st 1996 by Everest Publishing (first published December 1975),Childrens,Tomie dePaola
3155,Bunnicula,3.87,66498,2938,10.0,English,98 pages,Paperback,Published August 8th 2006 by Atheneum Books for Young Readers (first published March 1st 1979),Childrens,Deborah Howe
3156,The Little House Collection,4.35,149592,2387,,English,2700 pages,Paperback,Published October 7th 2003 by Avon Books (first published 1971),Classics,Laura Ingalls Wilder
3157,Mr. Popper's Penguins,3.97,69770,3268,3.0,English,139 pages,Paperback,"Published November 2nd 1992 by Little, Brown and Company (first published 1938)",Childrens,Richard Atwater
3158,The Last Olympian,4.53,872573,32803,4.0,English,381 pages,Hardcover,Published May 5th 2009 by Disney-Hyperion Books,Fantasy,Rick Riordan
