,title,rating,num_ratings,num_reviews,num_awards,language,num_page,cover_type,published_year,genre,author
1791,Alexander the Great,4.09,3700,184,2.0,English,576 pages,Paperback,Published November 4th 2004 by Penguin (first published 1973),History,Robin Lane Fox
1792,Waging Heavy Peace: A Hippie Dream,3.59,10379,1218,1.0,English,512 pages,Hardcover,Published September 25th 2012 by Blue Rider Press,Music,Neil Young
1793,True Compass: A Memoir,4.01,12271,799,,English,532 pages,Hardcover,Published September 14th 2009 by Twelve (first published January 1st 2009),Biography,Edward M. Kennedy
1794,When They Call You a Terrorist: A Black Lives Matter Memoir,4.51,22832,3170,1.0,English,257 pages,Hardcover,Published January 16th 2018 by St. Martin's Press,Nonfiction,Patrisse Khan-Cullors
1795,Saint Thomas Aquinas,4.12,4472,378,,English,167 pages,Paperback,Published January 15th 1974 by Image (first published 1933),Biography,G.K. Chesterton
1796,We're Going to Need More Wine,4.20,31798,3924,1.0,English,272 pages,Kindle Edition,Published October 17th 2017 by Dey Street Books,Nonfiction,Gabrielle Union
1797,Whoosh!: Lonnie Johnson's Super-Soaking Stream of Inventions,4.24,1998,348,2.0,English,32 pages,Hardcover,Published May 3rd 2016 by Charlesbridge,Childrens,Chris Barton
1798,A Year in Provence,3.98,72631,3652,1.0,English,224 pages,Paperback,Published June 4th 1991 by Vintage (first published December 31st 1989),Travel,Peter Mayle
1799,Storm of Steel,4.12,15029,1140,1.0,English,289 pages,Paperback,Published June 3rd 2004 by Penguin Books (first published 1920),History,Ernst Jünger
1800,The Woman Warrior,3.73,29627,1933,2.0,English,204 pages,Paperback,Published April 23rd 1989 by Vintage Books USA (first published August 12th 1976),Autobiography,Maxine Hong Kingston
1801,Andre the Giant: Life and Legend,3.66,4400,646,,English,240 pages,Paperback,Published May 6th 2014 by First Second,Sequential Art,Box Brown
1802,Ghost Boy: My Miraculous Escape from a Life Locked Inside My Own Body,4.03,23533,2541,1.0,English,288 pages,Hardcover,Published July 1st 2011 by Simon & Schuster,Nonfiction,Martin Pistorius
1803,Who I Am,3.71,8696,1055,,English,538 pages,Hardcover,Published October 8th 2012 by Harper,Music,Pete Townshend
1804,"Yes, Chef",3.85,17343,2383,1.0,English,319 pages,Hardcover,Published June 26th 2012 by Random House,Autobiography,Marcus Samuelsson
1805,The Wise Men: Six Friends and the World They Made,4.09,3535,142,,English,864 pages,Paperback,Published June 4th 1997 by Simon & Schuster (first published January 1st 1986),History,Walter Isaacson
1806,Anne Sexton: A Biography,4.18,3922,122,3.0,English,411 pages,Paperback,Published October 27th 1992 by Vintage (first published September 16th 1991),Biography,Diane Wood Middlebrook
1807,Touching from a Distance: Ian Curtis and Joy Division,3.92,8036,364,,English,212 pages,Paperback,Published April 4th 1996 by Faber & Faber (first published 1995),Music,Deborah Curtis
1808,"Isaac's Storm: A Man, a Time, and the Deadliest Hurricane in History",4.05,57894,4653,2.0,English,336 pages,Paperback,Published July 11th 2000 by Vintage Books USA (first published August 24th 1999),History,Erik Larson
1809,"A Midwife's Tale: The Life of Martha Ballard, Based on Her Diary, 1785-1812",3.95,7135,760,4.0,English,444 pages,Paperback,Published December 22nd 1991 by Vintage Books (first published 1990),History,Laurel Thatcher Ulrich
1810,Founding Mothers,3.63,7970,1348,,English,384 pages,Kindle Edition,Published April 14th 2009 by HarperCollins (first published April 13th 2004),History,Cokie Roberts
1811,Evidence Not Seen: A Woman's Miraculous Faith in the Jungles of World War II,4.47,7209,746,,English,224 pages,Paperback,Published November 25th 2003 by HarperOne (first published 1988),Biography,Darlene Deibler Rose
1812,Good Night Stories for Rebel Girls: 100 Tales of Extraordinary Women,4.34,38318,4691,2.0,English,212 pages,Hardcover,Published December 1st 2016 by Timbuktu Labs (first published November 10th 2016),Nonfiction,Elena Favilli
1813,"Gertrude Bell: Queen of the Desert, Shaper of Nations",3.97,3062,474,1.0,English,481 pages,Hardcover,"Published April 17th 2007 by Farrar, Straus and Giroux (first published 2006)",Biography,Georgina Howell
1814,Does the Noise in My Head Bother You?,3.52,13058,1281,,English,390 pages,Hardcover,Published May 3rd 2011 by HarperCollins Canada / Non-Fiction (first published January 1st 2011),Biography,Steven Tyler
1815,The Watcher: Jane Goodall's Life with the Chimps,4.10,2696,360,,English,48 pages,Hardcover,Published April 5th 2011 by Schwartz & Wade,Biography,Jeanette Winter
1816,Going Rogue: An American Life,3.29,11534,1247,,English,413 pages,Hardcover,Published November 17th 2009 by Harper (first published January 1st 2009),Biography,Sarah Palin
1817,"Elizabeth and Mary: Cousins, Rivals, Queens",4.07,11779,298,,English,480 pages,Paperback,Published December 1st 2004 by Vintage (first published February 28th 2003),History,Jane Dunn
1818,The Americanization of Benjamin Franklin,4.14,8217,209,2.0,English,320 pages,Paperback,Published May 31st 2005 by Penguin Books (first published May 1st 2004),History,Gordon S. Wood
1819,"The Prize Winner of Defiance, Ohio: How My Mother Raised 10 Kids on 25 Words or Less",3.90,14450,2178,,English,496 pages,,Published (first published April 1st 2001),Nonfiction,Terry Ryan
1820,A Girl Named Zippy,3.80,36056,4012,,English,283 pages,Paperback,Published September 3rd 2002 by Broadway Books (first published March 20th 2001),Autobiography,Haven Kimmel
1821,Saint Francis of Assisi,3.96,4003,455,,English,176 pages,Paperback,Published November 17th 1987 by Image (first published 1923),Biography,G.K. Chesterton
1822,When Pride Still Mattered: A Life Of Vince Lombardi,4.21,8367,324,,English,544 pages,Paperback,Published September 3rd 2000 by Simon Schuster (first published 1999),Sports,David Maraniss
1823,Careless Love: The Unmaking of Elvis Presley,4.36,3833,327,,English,768 pages,Paperback,Published February 10th 2000 by Back Bay Books (first published January 8th 1999),Music,Peter Guralnick
1824,The Doctors Blackwell: How Two Pioneering Sisters Brought Medicine to Women and Women to Medicine,3.62,4153,665,3.0,English,336 pages,Hardcover,Published January 19th 2021 by W. W. Norton Company,Nonfiction,Janice P. Nimura
1825,Being Nixon: A Man Divided,4.24,2383,315,,English,640 pages,Hardcover,Published June 16th 2015 by Random House (first published June 15th 2015),Biography,Evan Thomas
1826,Mommie Dearest,3.64,9646,555,,English,420 pages,Unknown Binding,Published April 1st 2001 by Seven Springs Press (first published 1978),Nonfiction,Christina Crawford
1827,Below Stairs,3.57,13274,1738,,English,212 pages,Hardcover,Published January 3rd 2012 by St. Martin's Press (first published 1968),Nonfiction,Margaret Powell
1828,First Family: Abigail and John Adams,4.04,7137,404,1.0,English,299 pages,Hardcover,Published October 26th 2010 by Knopf Publishing Group,History,Joseph J. Ellis
1829,Garlic and Sapphires: The Secret Life of a Critic in Disguise,3.94,41943,4431,1.0,English,333 pages,Paperback,Published March 28th 2006 by Penguin Books (first published April 4th 2005),Nonfiction,Ruth Reichl
1830,The Heart of a Woman,4.23,22237,721,,English,288 pages,Hardcover,Published May 17th 1997 by Random House (first published April 1981),Nonfiction,Maya Angelou
1831,Freedom in Exile: The Autobiography of the Dalai Lama,4.16,6316,283,,English,320 pages,Paperback,Published August 1st 1991 by Harper San Francisco (first published 1990),Biography,Dalai Lama XIV
1832,Hammer of the Gods,3.85,12355,479,,English,400 pages,Paperback,Published January 1st 2001 by Ozler Aykan Tanitim ve Iletisim Hizmetleri (first published 1985),Music,Stephen Davis
1833,The Mayor of Castro Street: The Life and Times of Harvey Milk,4.12,4206,239,,English,380 pages,Paperback,Published March 15th 1988 by St. Martin's Press (first published 1982),Nonfiction,Randy Shilts
1834,A Man Named Dave,3.91,31789,1198,,English,339 pages,Paperback,Published September 1st 2000 by Plume Books (first published 1999),Nonfiction,Dave Pelzer
1835,Tramp for the Lord,4.48,23763,558,,English,192 pages,Paperback,Published September 15th 1986 by Berkley Books (first published 1971),Christian,Corrie ten Boom
1836,A Life on Our Planet: My Witness Statement and a Vision for the Future,4.52,23271,2751,1.0,English,272 pages,Hardcover,Published October 6th 2020 by Grand Central Publishing (first published October 1st 2020),Nonfiction,David Attenborough
1837,Heart Berries,3.85,24003,3233,5.0,English,143 pages,Hardcover,Published February 6th 2018 by Counterpoint Press,Autobiography,Terese Marie Mailhot
1838,A Mother's Reckoning: Living in the Aftermath of Tragedy,4.13,36371,5080,1.0,English,336 pages,ebook,Published February 15th 2016 by Crown,Nonfiction,Sue Klebold
1839,Voice of Freedom: Fannie Lou Hamer,4.31,2587,505,4.0,English,56 pages,Hardcover,Published August 4th 2015 by Candlewick Press,Childrens,Carole Boston Weatherford
1840,Are You My Mother? A Comic Drama,3.70,31168,3737,3.0,English,290 pages,Hardcover,Published May 1st 2012 by Houghton Mifflin,Sequential Art,Alison Bechdel
1841,"Dave the Potter: Artist, Poet, Slave",4.13,5422,638,3.0,English,40 pages,Hardcover,"Published September 7th 2010 by Little, Brown and Company",Childrens,Laban Carrick Hill
1842,Dear Fatty,3.80,10072,765,,English,368 pages,Hardcover,Published October 9th 2008 by Random House UK,Nonfiction,Dawn French
1843,The Gulag Archipelago 1918–1956,4.32,27079,2002,,English,472 pages,Paperback,Published February 1st 2002 by HarperCollins (first published 1973),History,Aleksandr Solzhenitsyn
1844,Can't We Talk about Something More Pleasant?,4.14,28267,4335,7.0,English,228 pages,Hardcover,Published May 6th 2014 by Bloomsbury USA,Sequential Art,Roz Chast
1845,The Important Thing About Margaret Wise Brown,4.24,1456,401,,English,48 pages,Hardcover,Published May 21st 2019 by Balzer + Bray,Childrens,Mac Barnett
1846,Mom & Me & Mom,4.21,23639,2261,2.0,English,201 pages,Hardcover,Published April 2nd 2013 by Random House,Nonfiction,Maya Angelou
1847,Steve Jobs: The Man Who Thought Different,3.94,5737,886,1.0,English,320 pages,Paperback,Published February 14th 2012 by Square Fish (first published February 1st 2012),Biography,Karen Blumenthal
1848,"Bad News for Outlaws: The Remarkable Life of Bass Reeves, Deputy U. S. Marshal",4.05,3369,398,2.0,English,40 pages,Hardcover,Published August 1st 2009 by Carolrhoda Books,Biography,Vaunda Micheaux Nelson
1849,The Romanovs: The Final Chapter,4.03,7022,460,,English,308 pages,Paperback,Published October 1st 1996 by Random House Trade Paperbacks (first published November 17th 1995),History,Robert K. Massie
1850,The Boy on the Wooden Box,4.38,24359,3036,2.0,English,240 pages,ebook,Published August 27th 2013 by Atheneum Books for Young Readers,Nonfiction,Leon Leyson
1851,No Time Like the Future: An Optimist Considers Mortality,4.13,15435,2005,,English,256 pages,Hardcover,Published November 17th 2020 by Flatiron Books,Nonfiction,Michael J. Fox
1852,Viva Frida,3.82,2999,690,2.0,Multiple languages,32 pages,Hardcover,Published September 2nd 2014 by Roaring Brook Press,Childrens,Yuyi Morales
1853,The Good Spy: The Life and Death of Robert Ames,3.93,3288,415,1.0,English,448 pages,Hardcover,Published May 20th 2014 by Crown,Nonfiction,Kai Bird
1854,Confessions of an Economic Hit Man,3.86,35644,3742,,English,303 pages,Paperback,Published December 27th 2005 by Plume (first published 2004),Nonfiction,John Perkins
1855,Everything I Know About Love,4.11,142235,12650,,,368 pages,Hardcover,Published February 25th 2020 by Harper (first published February 1st 2018),Nonfiction,Dolly Alderton
1856,The Interesting Narrative of the Life of Olaudah Equiano,3.74,12280,576,,English,256 pages,Paperback,Published April 7th 2006 by Bedford/St. Martin's (first published 1789),History,Olaudah Equiano
1857,Life Itself,3.91,6120,942,1.0,English,436 pages,Hardcover,Published September 13th 2011 by Grand Central Publishing,Nonfiction,Roger Ebert
1858,Happy Accidents,3.69,12988,852,,English,304 pages,Hardcover,Published September 13th 2011 by Hachette Books (first published September 1st 2011),Nonfiction,Jane Lynch
1859,"Hedy's Folly: The Life and Breakthrough Inventions of Hedy Lamarr, the Most Beautiful Woman in the World",3.11,2728,585,,English,272 pages,Kindle Edition,Published (first published January 1st 2011),Nonfiction,Richard Rhodes
1860,"The Notorious Benedict Arnold: A True Story of Adventure, Heroism & Treachery",3.81,4628,1204,3.0,English,337 pages,Hardcover,Published November 9th 2010 by Flash Point,Nonfiction,Steve Sheinkin
1861,"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",4.41,116653,3246,,English,432 pages,Paperback,Published September 1st 2002 by Simon & Schuster; Media Tie-In edition (first published June 6th 1992),History,Stephen E. Ambrose
1862,The Map That Changed the World: William Smith and the Birth of Modern Geology,3.81,12753,803,,English,329 pages,Paperback,Published July 30th 2002 by Perennial (first published July 5th 2001),History,Simon Winchester
1863,Hirohito and the Making of Modern Japan,3.84,2661,229,3.0,English,832 pages,Paperback,Published September 4th 2001 by Harper Perennial (first published August 22nd 2000),History,Herbert P. Bix
1864,Kate Remembered,3.98,5253,281,,English,384 pages,Paperback,Published September 7th 2004 by Berkley Books (first published 2003),Biography,A. Scott Berg
1865,Lady in Waiting: My Extraordinary Life in the Shadow of the Crown,4.07,24214,2212,,English,326 pages,Hardcover,Published October 17th 2019 by Hodder & Stoughton,Nonfiction,Anne Glenconner
1866,"Love, Lucy",4.25,9317,818,,English,256 pages,Paperback,Published October 1st 1997 by Berkley (first published 1996),Nonfiction,Lucille Ball
1867,The Know-It-All,3.75,28652,2545,,English,388 pages,Paperback,Published 2005 by Simon & Schuster (first published January 1st 2004),Nonfiction,A.J. Jacobs
1868,Thinking in Pictures: My Life with Autism,4.12,14776,1177,,English,240 pages,Paperback,Published January 10th 2006 by Vintage (first published 1995),Nonfiction,Temple Grandin
1869,The Lonely City: Adventures in the Art of Being Alone,3.92,23807,2830,2.0,English,336 pages,Hardcover,Published March 1st 2016 by Picador,Nonfiction,Olivia Laing
1870,Eminent Victorians,3.75,2283,176,,English,300 pages,Paperback,"Published October 30th 2003 by Oxford University Press, USA (first published 1918)",Biography,Lytton Strachey
1871,Killing Reagan: The Violent Assault That Changed a Presidency,4.11,18034,1627,1.0,English,290 pages,Kindle Edition,Published September 22nd 2015 by Henry Holt and Co.,History,Bill O'Reilly
1872,"Redefining Realness: My Path to Womanhood, Identity, Love & So Much More",4.29,15364,1387,1.0,English,263 pages,Hardcover,Published February 4th 2014 by Atria Books,Nonfiction,Janet Mock
1873,Let's Explore Diabetes with Owls,3.84,137734,9973,3.0,English,275 pages,Hardcover,"Published April 23rd 2013 by Little, Brown and Company",Humor,David Sedaris
1874,How to Fail at Almost Everything and Still Win Big: Kind of the Story of My Life,4.05,18077,1736,,English,248 pages,Hardcover,Published October 22nd 2013 by Penguin Portfolio,Nonfiction,Scott Adams
1875,Daily Rituals: How Artists Work,3.65,18276,1822,,English,278 pages,Hardcover,Published April 23rd 2013 by Knopf (first published April 18th 2013),Nonfiction,Mason Currey
1876,"Primates: The Fearless Science of Jane Goodall, Dian Fossey, and Biruté Galdikas",3.84,6887,767,1.0,English,144 pages,Hardcover,Published June 11th 2013 by First Second,Sequential Art,Jim Ottaviani
1877,Meditations,4.26,191508,10636,,English,254 pages,Paperback,Published April 27th 2006 by Penguin Books (first published 180),Philosophy,Marcus Aurelius
1878,With the Old Breed: At Peleliu and Okinawa,4.45,37285,2057,,English,326 pages,Paperback,"Published October 25th 1990 by Oxford University Press, USA (first published November 1st 1981)",History,Eugene B. Sledge
1879,"Girls Like Us: Carole King, Joni Mitchell, Carly Simon - and the Journey of a Generation",3.73,5634,937,,English,584 pages,Hardcover,Published April 8th 2008 by Atria Books (first published January 1st 2008),Music,Sheila Weller
1880,I'm with the Band: Confessions of a Groupie,3.68,17990,962,,English,320 pages,Paperback,Published October 28th 2005 by Chicago Review Press (first published June 1987),Music,Pamela Des Barres
1881,The Orientalist: Solving the Mystery of a Strange and Dangerous Life,3.91,2596,376,1.0,English,447 pages,Paperback,Published March 14th 2006 by Random House Trade Paperbacks (first published February 15th 2005),Biography,Tom Reiss
1882,The Boys: A Memoir of Hollywood and Family,4.27,16283,2249,,English,393 pages,Hardcover,Published October 19th 2021 by William Morrow (first published October 12th 2021),Nonfiction,Ron Howard
1883,Code Name: Lise: The True Story of the Woman Who Became WWII's Most Highly Decorated Spy,3.97,7257,898,2.0,English,384 pages,Hardcover,"Published January 15th 2019 by Gallery Books/Simon & Schuster, Inc.",Nonfiction,Larry Loftis
1884,Everything Happens for a Reason: And Other Lies I've Loved,3.80,42482,3774,1.0,English,178 pages,Hardcover,Published February 6th 2018 by Random House,Nonfiction,Kate Bowler
1885,Seven Women: And the Secret of Their Greatness,4.18,5544,718,,English,215 pages,Audible Audio,Published September 8th 2015 by Thomas Nelson,Biography,Eric Metaxas
1886,Beethoven: Anguish and Triumph,4.27,1365,191,,,1077 pages,Hardcover,Published August 5th 2014 by Mariner Books (first published January 1st 2014),Music,Jan Swafford
1887,Yeager: An Autobiography,4.22,5398,270,,English,448 pages,Paperback,Published August 1st 1986 by Bantam (first published June 1st 1985),Biography,Chuck Yeager
1888,A Year in the Life of William Shakespeare: 1599,4.08,3515,415,1.0,English,333 pages,Paperback,Published June 13th 2006 by Harper Perennial (first published 2005),History,James Shapiro
1889,Stitches: A Memoir,4.06,25766,3268,4.0,English,329 pages,Hardcover,Published September 8th 2009 by W. W. Norton & Company,Sequential Art,David Small
1890,Patton: A Genius for War,4.25,4012,94,,English,1024 pages,Paperback,Published September 27th 1996 by Harper Perennial (first published 1995),Biography,Carlo D'Este
1891,Grinding It Out: The Making of McDonald's,4.01,6799,467,,English,256 pages,Mass Market Paperback,Published April 15th 1992 by St. Martin's Press (first published 1977),Business,Ray Kroc
1892,"Hey, Kiddo: How I Lost My Mother, Found My Father, and Dealt with Family Addiction",4.14,30669,3473,11.0,English,320 pages,Paperback,Published October 9th 2018 by Graphix,Sequential Art,Jarrett J. Krosoczka
1893,Uncanny Valley: A Memoir,3.65,30313,3684,1.0,English,281 pages,Hardcover,Published January 14th 2020 by MCD,Nonfiction,Anna Wiener
1894,Malala's Magic Pencil,4.54,4627,841,3.0,English,40 pages,Hardcover,"Published October 17th 2017 by Little, Brown Books for Young Readers",Childrens,Malala Yousafzai
1895,Strength in What Remains: A Journey of Remembrance and Forgiveness,4.03,15897,1907,2.0,English,277 pages,Hardcover,Published August 27th 2009 by Random House (NY) (first published February 29th 2000),Nonfiction,Tracy Kidder
1896,Hero of Two Worlds: The Marquis de Lafayette in the Age of Revolution,4.53,3676,491,,English,512 pages,Hardcover,Published August 24th 2021 by PublicAffairs,History,Mike Duncan
1897,The Life and Death of Anne Boleyn,4.20,9926,206,,English,458 pages,Paperback,Published July 1st 2005 by Wiley-Blackwell (first published August 1st 2004),History,Eric Ives
1898,"Dolly Parton, Songteller: My Life in Lyrics",4.07,14954,2446,,,380 pages,Hardcover,Published November 17th 2020 by Chronicle Books,Nonfiction,Dolly Parton
1899,Room to Dream,4.32,4877,646,1.0,English,496 pages,Hardcover,Published June 19th 2018 by Canongate Books,Nonfiction,David Lynch
1900,George Lucas: A Life,4.17,3017,440,,English,550 pages,Hardcover,"Published December 6th 2016 by Little, Brown and Company",Biography,Brian Jay Jones
1901,Parting the Waters: Martin Luther King and the Civil Rights Movement 1954-63,4.35,9388,500,7.0,English,1062 pages,Paperback,Published 1990 by Papermac (first published November 15th 1988),History,Taylor Branch
1902,Go Ask Alice,3.75,262122,12365,,English,213 pages,Paperback,Published January 1st 2006 by Simon Pulse (first published 1971),Young Adult,Beatrice Sparks
1903,Woodrow Wilson: A Biography,3.81,6151,186,,English,702 pages,Hardcover,Published November 3rd 2009 by Knopf,Biography,John Milton Cooper Jr.
1904,Funny in Farsi: A Memoir of Growing Up Iranian in America,3.82,24273,3351,1.0,English,240 pages,Paperback,Published January 13th 2004 by Random House Trade Paperbacks (first published June 17th 2003),Autobiography,Firoozeh Dumas
1905,The Moon's a Balloon,4.08,7410,359,,English,327 pages,Paperback,Published October 27th 1994 by Penguin (first published 1971),Biography,David Niven
1906,The Last American Man,3.81,10295,1180,2.0,English,271 pages,Paperback,Published May 27th 2003 by Riverhead Books (first published May 13th 2002),Nonfiction,Elizabeth Gilbert
1907,"Joan Procter, Dragon Doctor: The Woman Who Loved Reptiles",4.35,1509,309,2.0,,40 pages,Hardcover,Published March 13th 2018 by Alfred A. Knopf Books for Young Readers,Childrens,Patricia Valdez
1908,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",3.92,99468,7282,1.0,English,256 pages,Hardcover,Published March 11th 2014 by It Books (first published 2014),Nonfiction,Dan Harris
1909,Becoming Queen,3.95,3354,317,,English,432 pages,Hardcover,Published September 18th 2008 by Hutchinson,History,Kate Williams
1910,All Over But the Shoutin',4.12,27312,1920,2.0,English,329 pages,Paperback,Published September 1998 by Vintage (first published August 26th 1997),Autobiography,Rick Bragg
1911,"The Spirit Catches You and You Fall Down: A Hmong Child, Her American Doctors, and the Collision of Two Cultures",4.19,78226,5302,2.0,English,341 pages,Paperback,"Published September 30th 1998 by Farrar, Straus and Giroux (first published 1997)",Nonfiction,Anne Fadiman
1912,Luckiest Man: The Life and Death of Lou Gehrig,4.23,5133,304,3.0,English,432 pages,Paperback,Published April 3rd 2006 by Simon Schuster (first published 2005),Sports,Jonathan Eig
1913,The Man Who Solved the Market: How Jim Simons Launched the Quant Revolution,4.03,11607,844,1.0,,359 pages,Paperback,Published November 7th 2019 by Portfolio Penguin (first published November 5th 2019),Economics,Gregory Zuckerman
1914,It's a Long Story: My Life,4.11,7420,1009,,English,400 pages,Hardcover,"Published May 5th 2015 by Little, Brown and Company",Biography,Willie Nelson
1915,Undisputed Truth,4.17,8618,759,1.0,English,592 pages,Hardcover,Published November 12th 2013 by Blue Rider Press,Biography,Mike Tyson
1916,Relish: My Life in the Kitchen,3.95,20609,2736,3.0,English,173 pages,Paperback,Published April 2nd 2013 by Macmillan Children's Publishing Group,Sequential Art,Lucy Knisley
1917,Temple Grandin: How the Girl Who Loved Cows Embraced Autism and Changed the World,4.05,3414,557,3.0,English,160 pages,Hardcover,Published April 3rd 2012 by Clarion Books (first published January 1st 2012),Biography,Sy Montgomery
1918,Moneyball: The Art of Winning an Unfair Game,4.25,121592,5573,2.0,English,317 pages,Paperback,Published March 17th 2004 by W. W. Norton Company (first published 2003),Nonfiction,Michael Lewis
1919,Victoria's Daughters,3.94,5003,305,,English,370 pages,Hardcover,Published October 15th 1998 by St. Martin's Press,History,Jerrold M. Packard
1920,An Autobiography,4.43,7723,378,,English,416 pages,Paperback,Published March 1st 1989 by International Publishers (first published September 1st 1974),Nonfiction,Angela Y. Davis
1921,The Miracle Worker: A Play,4.20,34198,470,,English,120 pages,Mass Market Paperback,Published June 25th 2002 by Pocket (first published 1956),Plays,William Gibson
1922,If This Is a Man • The Truce,4.55,18196,924,,English,453 pages,Paperback,Published 1987 by Abacus,Nonfiction,Primo Levi
1923,Gratitude,4.18,19736,2144,,English,49 pages,Hardcover,Published November 24th 2015 by Knopf Canada (first published November 2015),Nonfiction,Oliver Sacks
1924,George F. Kennan: An American Life,4.09,2267,151,7.0,English,800 pages,Hardcover,Published November 10th 2011 by Penguin Press (first published 2011),Biography,John Lewis Gaddis
1925,This Boy's Life,3.96,28091,1656,3.0,English,304 pages,Paperback,Published January 20th 2000 by Grove Press (first published 1989),Autobiography,Tobias Wolff
1926,Hit Refresh: The Quest to Rediscover Microsoft's Soul and Imagine a Better Future for Everyone,3.80,15734,1471,1.0,English,273 pages,Hardcover,Published November 15th 2017 by Harper Business (first published September 26th 2017),Business,Satya Nadella
1927,Ruth Bader Ginsburg: A Life,4.21,2536,339,,,752 pages,Hardcover,Published October 16th 2018 by Knopf Publishing Group,Biography,Jane Sherron De Hart
1928,Sully: My Search for What Really Matters,4.18,8483,1050,,English,320 pages,Paperback,Published August 9th 2016 by William Morrow Paperbacks (first published 2009),Nonfiction,Chesley B. Sullenberger
1929,Women in Science: 50 Fearless Pioneers Who Changed the World,4.47,5840,905,,English,128 pages,Hardcover,Published July 26th 2016 by Ten Speed Press,Nonfiction,Rachel Ignotofsky
1930,"American Heiress: The Wild Saga of the Kidnapping, Crimes and Trial of Patty Hearst",3.87,11045,1499,,English,368 pages,Hardcover,Published August 2nd 2016 by Doubleday,Nonfiction,Jeffrey Toobin
1931,The Bookseller of Kabul,3.76,50907,3607,1.0,English,288 pages,Paperback,"Published October 26th 2004 by Little, Brown and Company (first published September 2nd 2002)",Nonfiction,Åsne Seierstad
1932,Z: A Novel of Zelda Fitzgerald,3.86,53272,5256,1.0,English,464 pages,ebook,Published March 26th 2013 by St. Martin's Press,Historical,Therese Anne Fowler
1933,Bismarck: A Life,3.75,1213,131,2.0,English,592 pages,Hardcover,"Published April 6th 2011 by Oxford University Press, USA",History,Jonathan Steinberg
1934,The Hemingses of Monticello: An American Family,3.99,5594,894,9.0,English,798 pages,Hardcover,Published September 17th 2008 by W. W. Norton Company (first published 2008),History,Annette Gordon-Reed
1935,John,4.10,8040,500,,English,352 pages,Paperback,Published August 1st 2006 by Three Rivers Press (first published September 27th 2005),Biography,Cynthia Lennon
1936,Wonderful Tonight,3.69,13767,1252,,English,321 pages,Hardcover,Published November 16th 2007 by Harmony (first published August 28th 2007),Music,Pattie Boyd
1937,هوس العبقرية: الحياة السرية لماري كوري,4.04,2793,469,,Arabic,239 pages,Paperback,Published 2009 by دار العين للنشر (first published 2005),Biography,Barbara Goldsmith
1938,The Chancellor: The Remarkable Odyssey of Angela Merkel,4.36,4319,680,,English,368 pages,Hardcover,Published October 26th 2021 by Simon Schuster,Biography,Kati Marton
1939,Rafa,4.03,9799,774,,English,250 pages,Hardcover,Published August 23rd 2011 by Hachette Books (first published 2011),Biography,Rafael Nadal
1940,The World Is Not a Rectangle: A Portrait of Architect Zaha Hadid,4.19,1063,247,1.0,English,56 pages,Hardcover,Published August 22nd 2017 by Beach Lane Books,Childrens,Jeanette Winter
1941,Grace Hopper: Queen of Computer Code,4.39,1092,220,1.0,English,48 pages,Hardcover,Published May 17th 2017 by Sterling Children's Books (first published May 16th 2017),Biography,Laurie Wallmark
1942,The Sound of Gravel,4.27,44845,5120,1.0,English,336 pages,Hardcover,Published January 5th 2016 by Flatiron Books,Nonfiction,Ruth Wariner
1943,Poor Charlie's Almanack: The Wit and Wisdom of Charles T. Munger,4.43,8518,506,,English,512 pages,Hardcover,Published January 1st 2006 by Donning Company Publishers (first published January 1st 2005),Business,Charles T. Munger
1944,The Autobiography of Bertrand Russell,4.07,1232,101,,English,749 pages,Paperback,Published March 10th 2000 by Routledge (first published 1951),Philosophy,Bertrand Russell
1945,The Diary of Frida Kahlo: An Intimate Self-Portrait,3.91,43440,503,,English,296 pages,Hardcover,Published August 9th 2005 by Harry N. Abrams (first published 1995),Art,Frida Kahlo
1946,Between Two Kingdoms: A Memoir of a Life Interrupted,4.43,61167,5748,1.0,English,352 pages,Hardcover,Published February 9th 2021 by Random House,Autobiography,Suleika Jaouad
1947,Somebody's Daughter,4.06,54017,5059,2.0,English,224 pages,Hardcover,Published June 1st 2021 by Flatiron Books: An Oprah Book,Autobiography,Ashley C. Ford
1948,Lenin the Dictator,4.24,1835,253,2.0,,593 pages,Kindle Edition,Published February 9th 2017 by Weidenfeld & Nicolson,History,Victor Sebestyen
1949,A Journey: My Political Life,3.53,4101,360,,English,720 pages,Hardcover,Published September 2nd 2010 by Knopf Canada (first published 2010),Politics,Tony Blair
1950,Son of Hamas,4.16,9717,1136,1.0,English,265 pages,Hardcover,Published March 2nd 2010 by SaltRiver (first published January 1st 2010),Nonfiction,Mosab Hassan Yousef
1951,A Man Called Peter: The Story of Peter Marshall,4.27,10169,166,,English,384 pages,Paperback,Published January 1st 2002 by Chosen Books (first published October 1951),Biography,Catherine Marshall
1952,The Diana Chronicles,3.78,4962,600,,English,560 pages,Hardcover,Published June 12th 2007 by Doubleday,Biography,Tina Brown
1953,Truth & Beauty,3.95,40070,3559,2.0,English,257 pages,Paperback,Published April 5th 2005 by Harper Perennial (first published May 1st 2004),Autobiography,Ann Patchett
1954,Leap of Faith: Memoirs of an Unexpected Life,3.81,9416,807,,English,496 pages,Paperback,Published March 9th 2005 by Miramax Books (first published 2003),Nonfiction,Queen Noor
